x,y
12.09,99.08
12.09,98.17
12.09,97.25
12.09,96.34
12.09,95.42
12.09,94.51
12.09,93.59
12.09,92.67
12.09,91.76
12.09,90.84
12.09,89.93
12.09,89.01
12.09,88.10
12.09,87.18
12.09,86.26
12.09,85.35
12.09,84.43
12.09,78.94
12.09,75.27
12.09,74.36
12.28,83.52
12.28,82.60
12.28,81.68
12.28,80.77
12.28,79.85
12.28,78.02
12.28,77.11
12.28,76.19
12.28,73.44
12.28,72.53
12.28,71.61
12.28,70.70
12.28,69.78
12.28,68.86
12.28,67.95
12.28,67.03
12.28,66.12
12.28,65.20
12.28,64.29
12.28,63.37
12.28,62.45
12.48,61.54
12.48,60.62
12.48,59.71
12.48,58.79
12.48,57.88
12.48,56.96
12.48,56.04
12.48,55.13
12.48,54.21
12.48,53.30
12.48,52.38
12.48,51.47
12.48,50.55
12.48,49.63
12.48,45.05
12.48,43.22
12.48,42.31
12.48,41.39
12.48,40.48
12.48,39.56
12.48,38.64
12.48,37.73
12.48,36.81
12.48,35.90
12.48,30.40
12.48,28.57
12.48,27.66
12.48,24.91
12.48,23.99
12.48,23.08
12.48,22.16
12.48,21.25
12.67,48.72
12.67,47.80
12.67,46.89
12.67,45.97
12.67,44.14
12.67,34.98
12.67,34.07
12.67,33.15
12.67,32.23
12.67,31.32
12.67,29.49
12.67,26.74
12.67,25.82
12.67,20.33
12.67,19.41
12.67,18.50
12.67,17.58
12.67,16.67
12.67,15.75
12.67,14.84
12.67,13.92
12.86,99.45
13.24,13.37
13.82,99.45
14.20,13.37
14.78,99.27
15.16,13.37
15.74,99.45
16.12,13.37
16.70,99.45
17.08,13.37
17.66,99.27
18.04,13.19
18.62,99.27
19.00,13.37
19.58,99.45
19.96,13.37
20.54,99.63
20.92,13.37
21.50,99.45
21.88,13.37
22.46,99.45
22.84,13.37
23.42,99.45
23.80,13.37
24.38,99.45
24.76,13.37
25.34,99.45
25.72,13.37
26.30,99.45
26.68,13.37
27.26,99.45
27.64,13.37
28.21,99.45
28.60,13.37
29.17,99.45
29.56,13.19
30.13,99.45
30.52,13.37
31.09,99.45
31.48,13.37
32.05,99.45
32.44,13.37
33.01,99.63
33.40,13.19
33.97,99.63
34.36,13.37
34.93,99.63
35.32,13.37
35.89,99.63
36.28,13.37
36.85,99.63
37.24,13.37
37.81,99.45
38.20,13.37
38.77,99.63
39.16,13.37
39.73,99.45
40.12,13.37
40.69,99.45
41.07,13.37
41.65,99.45
42.03,13.37
42.61,99.45
42.99,13.37
43.57,99.45
43.95,13.37
44.53,99.45
44.91,13.37
45.49,99.63
45.87,13.37
46.45,99.63
46.83,13.37
47.41,99.63
47.79,13.55
48.37,99.63
48.75,13.55
49.33,99.63
49.71,13.55
50.29,99.63
50.67,13.55
51.25,99.63
51.63,13.55
52.21,99.63
52.59,13.55
53.17,99.63
53.55,13.55
54.13,99.63
54.51,13.55
55.09,99.63
55.47,13.55
56.05,99.63
56.43,13.55
57.01,99.63
57.39,13.55
57.97,99.63
58.35,13.55
58.93,99.63
59.31,13.55
59.88,99.82
60.27,13.55
60.84,99.82
61.23,13.74
61.80,99.82
62.19,13.74
62.76,99.63
63.15,13.55
63.72,99.63
64.11,13.55
64.68,99.63
65.07,13.55
65.64,99.63
66.03,13.55
66.60,99.63
66.99,13.55
67.56,99.63
67.95,13.55
68.52,99.63
68.91,13.55
69.48,99.63
69.87,13.55
70.44,99.63
70.83,13.55
71.40,99.63
71.79,13.55
72.36,99.82
72.74,13.55
73.32,99.82
73.70,13.74
74.28,99.82
74.66,13.74
75.24,99.82
75.62,13.74
76.20,99.82
76.58,13.74
77.16,99.82
77.54,13.74
78.12,99.82
78.50,13.74
79.08,99.82
79.46,13.74
80.04,99.82
80.42,13.74
81.00,99.82
81.38,13.74
81.96,99.82
82.34,13.74
82.92,99.82
83.30,13.74
83.88,99.82
84.26,13.74
84.84,99.82
85.22,13.74
85.80,100.00
86.18,13.55
86.76,100.00
87.14,13.74
87.72,100.00
88.10,13.74
88.68,100.00
89.06,13.74
89.64,100.00
90.02,13.74
90.60,100.00
90.98,13.74
91.55,100.00
91.94,13.74
92.51,100.00
92.90,13.74
93.47,100.00
93.86,13.74
94.43,100.00
94.82,13.74
95.39,100.00
95.78,13.74
96.35,99.82
96.74,13.74
97.31,100.00
97.70,13.74
98.27,100.00
98.66,13.74
99.23,100.00
99.62,13.74
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
