x_relative,y_relative
0.000000,0.574510
0.001235,0.225490
0.002469,0.961765
0.003704,0.960784
0.004938,0.959804
0.006173,0.957843
0.007407,0.956863
0.008642,0.955882
0.009877,0.955882
0.011111,0.954902
0.012346,0.954902
0.013580,0.953922
0.014815,0.953922
0.016049,0.952941
0.017284,0.952941
0.018519,0.951961
0.019753,0.950980
0.020988,0.950980
0.022222,0.950980
0.023457,0.950980
0.024691,0.892157
0.025926,0.892157
0.027160,0.892157
0.028395,0.892157
0.029630,0.894118
0.030864,0.949020
0.032099,0.949020
0.033333,0.949020
0.034568,0.949020
0.035802,0.949020
0.037037,0.949020
0.038272,0.948039
0.039506,0.948039
0.040741,0.947059
0.041975,0.947059
0.043210,0.947059
0.044444,0.946078
0.045679,0.945098
0.046914,0.945098
0.048148,0.944118
0.049383,0.944118
0.050617,0.943137
0.051852,0.942157
0.053086,0.942157
0.054321,0.941176
0.055556,0.940196
0.056790,0.939216
0.058025,0.939216
0.059259,0.938235
0.060494,0.937255
0.061728,0.937255
0.062963,0.936275
0.064198,0.935294
0.065432,0.935294
0.066667,0.935294
0.067901,0.934314
0.069136,0.933333
0.070370,0.933333
0.071605,0.932353
0.072840,0.932353
0.074074,0.931373
0.075309,0.930392
0.076543,0.930392
0.077778,0.929412
0.079012,0.928431
0.080247,0.926471
0.081481,0.925490
0.082716,0.925490
0.083951,0.924510
0.085185,0.923529
0.086420,0.922549
0.087654,0.920588
0.088889,0.920588
0.090123,0.919608
0.091358,0.918627
0.092593,0.917647
0.093827,0.917647
0.095062,0.916667
0.096296,0.915686
0.097531,0.914706
0.098765,0.914706
0.100000,0.913725
0.101235,0.912745
0.102469,0.911765
0.103704,0.911765
0.104938,0.910784
0.106173,0.909804
0.107407,0.909804
0.108642,0.908824
0.109877,0.908824
0.111111,0.906863
0.112346,0.906863
0.113580,0.904902
0.114815,0.904902
0.116049,0.902941
0.117284,0.902941
0.118519,0.900980
0.119753,0.899020
0.120988,0.899020
0.122222,0.898039
0.123457,0.897059
0.124691,0.896078
0.125926,0.895098
0.127160,0.894118
0.128395,0.893137
0.129630,0.893137
0.130864,0.892157
0.132099,0.891176
0.133333,0.891176
0.134568,0.890196
0.135802,0.890196
0.137037,0.889216
0.138272,0.888235
0.139506,0.888235
0.140741,0.888235
0.141975,0.888235
0.143210,0.887255
0.144444,0.887255
0.145679,0.886275
0.146914,0.885294
0.148148,0.885294
0.149383,0.884314
0.150617,0.884314
0.151852,0.883333
0.153086,0.881373
0.154321,0.879412
0.155556,0.878431
0.156790,0.877451
0.158025,0.875490
0.159259,0.874510
0.160494,0.873529
0.161728,0.872549
0.162963,0.871569
0.164198,0.869608
0.165432,0.868627
0.166667,0.867647
0.167901,0.865686
0.169136,0.864706
0.170370,0.862745
0.171605,0.859804
0.172840,0.857843
0.174074,0.855882
0.175309,0.853922
0.176543,0.850980
0.177778,0.850000
0.179012,0.849020
0.180247,0.848039
0.181481,0.846078
0.182716,0.846078
0.183951,0.844118
0.185185,0.842157
0.186420,0.842157
0.187654,0.840196
0.188889,0.840196
0.190123,0.838235
0.191358,0.836275
0.192593,0.833333
0.193827,0.830392
0.195062,0.828431
0.196296,0.827451
0.197531,0.825490
0.198765,0.823529
0.200000,0.820588
0.201235,0.819608
0.202469,0.817647
0.203704,0.815686
0.204938,0.813725
0.206173,0.811765
0.207407,0.809804
0.208642,0.808824
0.209877,0.807843
0.211111,0.806863
0.212346,0.804902
0.213580,0.801961
0.214815,0.800000
0.216049,0.798039
0.217284,0.796078
0.218519,0.794118
0.219753,0.792157
0.220988,0.790196
0.222222,0.790196
0.223457,0.788235
0.224691,0.786275
0.225926,0.784314
0.227160,0.782353
0.228395,0.780392
0.229630,0.778431
0.230864,0.776471
0.232099,0.773529
0.233333,0.771569
0.234568,0.769608
0.235802,0.767647
0.237037,0.764706
0.238272,0.762745
0.239506,0.760784
0.240741,0.760784
0.241975,0.758824
0.243210,0.756863
0.244444,0.754902
0.245679,0.752941
0.246914,0.750000
0.248148,0.746078
0.249383,0.744118
0.250617,0.742157
0.251852,0.739216
0.253086,0.735294
0.254321,0.733333
0.255556,0.731373
0.256790,0.727451
0.258025,0.723529
0.259259,0.720588
0.260494,0.716667
0.261728,0.714706
0.262963,0.710784
0.264198,0.705882
0.265432,0.702941
0.266667,0.700000
0.267901,0.697059
0.269136,0.692157
0.270370,0.688235
0.271605,0.685294
0.272840,0.683333
0.274074,0.680392
0.275309,0.677451
0.276543,0.674510
0.277778,0.671569
0.279012,0.669608
0.280247,0.665686
0.281481,0.663725
0.282716,0.660784
0.283951,0.656863
0.285185,0.650980
0.286420,0.647059
0.287654,0.642157
0.288889,0.636275
0.290123,0.631373
0.291358,0.625490
0.292593,0.621569
0.293827,0.616667
0.295062,0.611765
0.296296,0.609804
0.297531,0.605882
0.298765,0.602941
0.300000,0.600000
0.301235,0.599020
0.302469,0.597059
0.303704,0.595098
0.304938,0.593137
0.306173,0.593137
0.307407,0.591176
0.308642,0.591176
0.309877,0.590196
0.311111,0.589216
0.312346,0.589216
0.313580,0.587255
0.314815,0.585294
0.316049,0.583333
0.317284,0.582353
0.318519,0.582353
