x_relative,y_relative
0.000000,0.921842
0.001256,0.921842
0.002513,0.921842
0.003769,0.924824
0.005025,0.927807
0.006281,0.930789
0.007538,0.933772
0.008794,0.936754
0.010050,0.939737
0.011307,0.940043
0.012563,0.940043
0.013819,0.940043
0.015075,0.940043
0.016332,0.940043
0.017588,0.940043
0.018844,0.937901
0.020101,0.963597
0.021357,0.963196
0.022613,0.962794
0.023869,0.962393
0.025126,0.961991
0.026382,0.961590
0.027638,0.961188
0.028894,0.960787
0.030151,0.960385
0.031407,0.959984
0.032663,0.959582
0.033920,0.959181
0.035176,0.958779
0.036432,0.958378
0.037688,0.957976
0.038945,0.957575
0.040201,0.957173
0.041457,0.957843
0.042714,0.958512
0.043970,0.959181
0.045226,0.959850
0.046482,0.960519
0.047739,0.961188
0.048995,0.961858
0.050251,0.962527
0.051508,0.963196
0.052764,0.963865
0.054020,0.964534
0.055276,0.965203
0.056533,0.965873
0.057789,0.966542
0.059045,0.967211
0.060302,0.967880
0.061558,0.967880
0.062814,0.966809
0.064070,0.966809
0.065327,0.967880
0.066583,0.967880
0.067839,0.963597
0.069095,0.962527
0.070352,0.961456
0.071608,0.960385
0.072864,0.960385
0.074121,0.957709
0.075377,0.955032
0.076633,0.955032
0.077889,0.953961
0.079146,0.955032
0.080402,0.955032
0.081658,0.950749
0.082915,0.950749
0.084171,0.949679
0.085427,0.950749
0.086683,0.950749
0.087940,0.949679
0.089196,0.949679
0.090452,0.949679
0.091709,0.950749
0.092965,0.950749
0.094221,0.950749
0.095477,0.950749
0.096734,0.949679
0.097990,0.949679
0.099246,0.949679
0.100503,0.948608
0.101759,0.946467
0.103015,0.945396
0.104271,0.943255
0.105528,0.943255
0.106784,0.938972
0.108040,0.938972
0.109296,0.938972
0.110553,0.937901
0.111809,0.937901
0.113065,0.937901
0.114322,0.937901
0.115578,0.937901
0.116834,0.936831
0.118090,0.936831
0.119347,0.936831
0.120603,0.936831
0.121859,0.937901
0.123116,0.936831
0.124372,0.937901
0.125628,0.937901
0.126884,0.938972
0.128141,0.938972
0.129397,0.938972
0.130653,0.938972
0.131910,0.937901
0.133166,0.935760
0.134422,0.933619
0.135678,0.932548
0.136935,0.932548
0.138191,0.932548
0.139447,0.932548
0.140704,0.928266
0.141960,0.928266
0.143216,0.928266
0.144472,0.928266
0.145729,0.928266
0.146985,0.919700
0.148241,0.919700
0.149497,0.919700
0.150754,0.918630
0.152010,0.918630
0.153266,0.912206
0.154523,0.912206
0.155779,0.911135
0.157035,0.911135
0.158291,0.911135
0.159548,0.911135
0.160804,0.906852
0.162060,0.906852
0.163317,0.905782
0.164573,0.905782
0.165829,0.899358
0.167085,0.859743
0.168342,0.856531
0.169598,0.855460
0.170854,0.854390
0.172111,0.853319
0.173367,0.851178
0.174623,0.851178
0.175879,0.849036
0.177136,0.846895
0.178392,0.846895
0.179648,0.844754
0.180905,0.844754
0.182161,0.842612
0.183417,0.840471
0.184673,0.837259
0.185930,0.834047
0.187186,0.831906
0.188442,0.830835
0.189698,0.828694
0.190955,0.826552
0.192211,0.823340
0.193467,0.822270
0.194724,0.820128
0.195980,0.817987
0.197236,0.815846
0.198492,0.813704
0.199749,0.811563
0.201005,0.810493
0.202261,0.809422
0.203518,0.808351
0.204774,0.806210
0.206030,0.802998
0.207286,0.800857
0.208543,0.798715
0.209799,0.796574
0.211055,0.794433
0.212312,0.792291
0.213568,0.790150
0.214824,0.790150
0.216080,0.788009
0.217337,0.785867
0.218593,0.783726
0.219849,0.781585
0.221106,0.779443
0.222362,0.777302
0.223618,0.775161
0.224874,0.771949
0.226131,0.769807
0.227387,0.767666
0.228643,0.765525
0.229899,0.762313
0.231156,0.760171
0.232412,0.758030
0.233668,0.758030
0.234925,0.755889
0.236181,0.753747
0.237437,0.751606
0.238693,0.749465
0.239950,0.746253
0.241206,0.741970
0.242462,0.739829
0.243719,0.737687
0.244975,0.734475
0.246231,0.730193
0.247487,0.728051
0.248744,0.725910
0.250000,0.721627
0.251256,0.717345
0.252513,0.714133
0.253769,0.709850
0.255025,0.707709
0.256281,0.703426
0.257538,0.698073
0.258794,0.694861
0.260050,0.691649
0.261307,0.688437
0.262563,0.683084
0.263819,0.678801
0.265075,0.675589
0.266332,0.673448
0.267588,0.670236
0.268844,0.667024
0.270101,0.663812
0.271357,0.660600
0.272613,0.658458
0.273869,0.654176
0.275126,0.652034
0.276382,0.648822
0.277638,0.644540
0.278894,0.663276
0.280151,0.682013
0.281407,0.682013
0.282663,0.682013
0.283920,0.683084
0.285176,0.685225
0.286432,0.686296
0.287688,0.686296
0.288945,0.684154
0.290201,0.683084
0.291457,0.682013
0.292714,0.682013
0.293970,0.685225
0.295226,0.687366
0.296482,0.689507
0.297739,0.693790
0.298995,0.699143
0.300251,0.704497
0.301508,0.709850
0.302764,0.720557
0.304020,0.722698
0.305276,0.731263
0.306533,0.736617
0.307789,0.739829
0.309045,0.745182
0.310302,0.751606
0.311558,0.752677
0.312814,0.752677
0.314070,0.752677
0.315327,0.753747
0.316583,0.753747
0.317839,0.752677
0.319095,0.752677
0.320352,0.752677
0.321608,0.750535
0.322864,0.748394
0.324121,0.748394
0.325377,0.747323
0.326633,0.744111
0.327889,0.740899
0.329146,0.740899
0.330402,0.735699
0.331658,0.732946
0.332915,0.726445
0.334171,0.723769
0.335427,0.714133
0.336683,0.710921
0.337940,0.707222
0.339196,0.701285
0.340452,0.694861
0.341709,0.691649
0.342965,0.689507
0.344221,0.689507
0.345477,0.688437
0.346734,0.687366
0.347990,0.688437
0.349246,0.687366
0.350503,0.686296
0.351759,0.683084
0.353015,0.680942
0.354271,0.677195
0.355528,0.673329
0.356784,0.664882
0.358040,0.659529
0.359296,0.655636
0.360553,0.647752
0.361809,0.642398
0.363065,0.636364
0.364322,0.631692
0.365578,0.626338
0.366834,0.622056
0.368090,0.616702
0.369347,0.614561
0.370603,0.611349
0.371859,0.608137
0.373116,0.608137
0.374372,0.605996
0.375628,0.603854
0.376884,0.600642
0.378141,0.600642
0.379397,0.600642
0.380653,0.600642
0.381910,0.600642
0.383166,0.600642
0.384422,0.600642
0.385678,0.604925
0.386935,0.610278
0.388191,0.613490
0.389447,0.619914
0.390704,0.627677
0.391960,0.635439
0.393216,0.643201
0.394472,0.650964
0.395729,0.657388
0.396985,0.660600
0.398241,0.664882
0.399497,0.669165
0.400754,0.671306
0.402010,0.673448
0.403266,0.676660
0.404523,0.677730
0.405779,0.677730
0.407035,0.679872
0.408291,0.682013
0.409548,0.682013
0.410804,0.682013
0.412060,0.682013
0.413317,0.681478
0.414573,0.680942
0.415829,0.680942
0.417085,0.680942
0.418342,0.682013
0.419598,0.679872
0.420854,0.678801
0.422111,0.677730
0.423367,0.675589
0.424623,0.673448
0.425879,0.672377
0.427136,0.669165
0.428392,0.667024
0.429648,0.665953
0.430905,0.665953
0.432161,0.665953
0.433417,0.665953
0.434673,0.665953
0.435930,0.665953
0.437186,0.664882
0.438442,0.664882
0.439698,0.664882
0.440955,0.664347
0.442211,0.663812
0.443467,0.663812
0.444724,0.662741
0.445980,0.662741
0.447236,0.662741
0.448492,0.661670
0.449749,0.661670
0.451005,0.660600
0.452261,0.660600
0.453518,0.660600
0.454774,0.660600
0.456030,0.660600
0.457286,0.660600
0.458543,0.660600
0.459799,0.660600
0.461055,0.660600
0.462312,0.659529
0.463568,0.659529
0.464824,0.658458
0.466080,0.658458
0.467337,0.658458
0.468593,0.657388
0.469849,0.657388
0.471106,0.656317
0.472362,0.656317
0.473618,0.654176
0.474874,0.654176
0.476131,0.648822
0.477387,0.648822
0.478643,0.648822
0.479899,0.648822
0.481156,0.646146
0.482412,0.643469
0.483668,0.643469
0.484925,0.643469
0.486181,0.642398
0.487437,0.642398
0.488693,0.641328
0.489950,0.640257
0.491206,0.640257
0.492462,0.637045
0.493719,0.633833
0.494975,0.633833
0.496231,0.632762
0.497487,0.631692
0.498744,0.629550
0.500000,0.628480
0.501256,0.628480
0.502513,0.629550
0.503769,0.629550
0.505025,0.629550
0.506281,0.630621
0.507538,0.630621
0.508794,0.630621
0.510050,0.629550
0.511307,0.629550
0.512563,0.628480
0.513819,0.628480
0.515075,0.629550
0.516332,0.629550
0.517588,0.627409
0.518844,0.625268
0.520101,0.624197
0.521357,0.624197
0.522613,0.623126
0.523869,0.624197
0.525126,0.624197
0.526382,0.624197
0.527638,0.624197
0.528894,0.624197
0.530151,0.624197
0.531407,0.624197
0.532663,0.625268
0.533920,0.625268
0.535176,0.619914
0.536432,0.619914
0.537688,0.619914
0.538945,0.619914
0.540201,0.617773
0.541457,0.613490
0.542714,0.612420
0.543970,0.611349
0.545226,0.608137
0.546482,0.603854
0.547739,0.601713
0.548995,0.598501
0.550251,0.593148
0.551508,0.592077
0.552764,0.592077
0.554020,0.589936
0.555276,0.589936
0.556533,0.589936
0.557789,0.585653
0.559045,0.580300
0.560302,0.580300
0.561558,0.577853
0.562814,0.574946
0.564070,0.569593
0.565327,0.569593
0.566583,0.565769
0.567839,0.561946
0.569095,0.558122
0.570352,0.554298
0.571608,0.550474
0.572864,0.546650
0.574121,0.542827
0.575377,0.571734
0.576633,0.603854
0.577889,0.650964
0.579146,0.636617
0.580402,0.660064
