x,y
13.79,57.41
13.79,55.56
13.79,53.70
13.79,51.85
13.79,50.00
13.79,48.15
13.79,46.30
13.79,44.44
13.79,42.59
13.79,40.74
13.79,38.89
15.52,62.96
15.52,61.11
15.52,59.26
15.52,37.04
15.52,35.19
15.52,33.33
17.24,66.67
17.24,64.81
17.24,31.48
17.24,29.63
18.97,70.37
18.97,68.52
18.97,27.78
18.97,25.93
20.69,72.22
20.69,24.07
20.69,22.22
22.41,75.93
22.41,74.07
22.41,20.37
24.14,77.78
24.14,18.52
25.86,79.63
25.86,16.67
25.86,14.81
27.59,81.48
27.59,14.81
29.31,83.33
29.31,12.96
31.03,83.33
31.03,11.11
32.76,85.19
32.76,9.26
34.48,87.04
34.48,9.26
36.21,87.04
36.21,7.41
37.93,88.89
37.93,7.41
39.66,88.89
39.66,7.41
41.38,88.89
41.38,5.56
43.10,90.74
43.10,5.56
44.83,90.74
44.83,3.70
46.55,90.74
46.55,3.70
48.28,90.74
48.28,5.56
50.00,92.59
50.00,3.70
51.72,3.70
51.72,92.59
53.45,1.85
53.45,92.59
55.17,1.85
55.17,92.59
56.90,1.85
56.90,92.59
58.62,1.85
58.62,92.59
60.34,3.70
60.34,92.59
62.07,3.70
62.07,92.59
63.79,3.70
63.79,92.59
65.52,3.70
65.52,90.74
67.24,3.70
67.24,90.74
68.97,5.56
68.97,90.74
70.69,5.56
70.69,90.74
72.41,5.56
72.41,88.89
74.14,5.56
74.14,88.89
75.86,7.41
75.86,88.89
77.59,7.41
77.59,87.04
79.31,9.26
79.31,85.19
81.03,11.11
81.03,85.19
82.76,11.11
82.76,83.33
84.48,12.96
84.48,81.48
86.21,14.81
86.21,81.48
87.93,16.67
87.93,18.52
87.93,77.78
87.93,79.63
89.66,20.37
89.66,75.93
91.38,22.22
91.38,74.07
93.10,24.07
93.10,25.93
93.10,70.37
93.10,72.22
94.83,27.78
94.83,29.63
94.83,66.67
94.83,68.52
96.55,31.48
96.55,33.33
96.55,35.19
96.55,61.11
96.55,62.96
96.55,64.81
98.28,37.04
98.28,38.89
98.28,40.74
98.28,42.59
98.28,44.44
98.28,46.30
98.28,48.15
98.28,50.00
98.28,51.85
98.28,53.70
98.28,55.56
98.28,57.41
98.28,59.26
