x,y
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.52
0.00,0.26
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.12,0.52
0.36,0.00
0.48,0.52
0.72,0.00
0.84,0.52
1.07,0.00
1.19,0.52
1.43,0.00
1.55,0.52
1.79,0.00
1.91,0.79
2.15,0.00
2.27,0.52
2.51,0.00
2.63,0.52
2.86,0.00
2.98,0.52
3.22,0.00
3.34,0.52
3.58,0.00
3.70,0.52
3.94,0.00
4.06,0.52
4.30,0.00
4.42,0.52
4.65,0.00
4.77,0.52
5.01,0.00
5.13,0.52
5.37,0.00
5.49,0.52
5.73,0.00
5.85,0.52
6.09,0.00
6.21,0.52
6.44,0.00
6.56,0.52
6.80,0.00
6.92,0.52
7.16,0.00
7.28,0.52
7.52,0.00
7.64,0.52
7.88,0.00
8.00,0.52
8.23,0.00
8.35,0.52
8.59,0.00
8.71,0.52
8.95,0.00
9.07,0.52
9.31,0.00
9.43,0.52
9.67,0.00
9.79,0.79
10.02,0.00
10.14,0.79
10.38,0.00
10.50,0.79
10.74,0.00
10.86,0.79
11.10,0.00
11.22,0.79
11.46,0.00
11.58,0.79
11.81,0.00
11.93,0.79
12.17,0.00
12.29,0.79
12.53,0.00
12.65,0.79
12.89,0.00
13.01,0.79
13.25,0.00
13.37,0.79
13.60,0.00
13.72,0.79
13.96,0.00
14.08,0.79
14.32,0.00
14.44,0.79
14.68,0.00
14.80,0.79
15.04,0.00
15.16,0.79
15.39,0.00
15.51,0.52
15.75,0.00
15.87,0.52
16.11,0.00
16.23,0.52
16.47,0.00
16.59,0.52
16.83,0.00
16.95,0.52
17.18,0.00
17.30,0.52
17.54,0.00
17.66,0.52
17.90,0.00
18.02,0.52
18.26,0.00
18.38,0.52
18.62,0.00
18.74,0.52
18.97,0.00
19.09,0.52
19.33,0.00
19.45,0.52
19.69,0.00
19.81,0.52
20.05,0.00
20.17,0.52
20.41,0.00
20.53,0.52
20.76,0.00
20.88,0.52
21.12,0.00
21.24,0.52
