x,y
0.00,71.78
0.00,71.05
0.00,71.05
0.00,71.05
0.00,71.05
0.00,71.05
0.00,71.05
0.00,71.05
0.00,71.05
0.00,71.05
0.00,71.05
0.00,71.05
0.00,70.80
0.00,70.80
0.00,70.80
0.00,70.80
0.00,70.80
0.00,70.80
0.00,71.53
0.00,71.53
0.00,71.53
0.00,71.53
0.00,71.53
0.00,71.53
0.00,71.78
0.00,71.78
0.00,71.78
0.00,71.78
0.00,71.78
0.00,71.78
0.00,71.78
0.00,71.78
0.00,71.78
0.00,71.78
0.00,71.78
0.12,70.80
0.24,71.53
0.47,70.80
0.59,71.53
0.83,70.80
0.94,71.53
1.18,70.80
1.30,71.53
1.53,70.80
1.65,71.53
1.89,70.80
2.01,71.53
2.24,70.80
2.36,71.53
2.60,70.80
2.72,71.53
2.95,70.80
3.07,71.53
3.31,70.80
3.42,71.53
3.66,70.80
3.78,71.53
4.01,70.80
4.13,71.53
4.37,70.80
4.49,71.53
4.72,70.80
4.84,71.53
5.08,70.80
5.19,71.53
5.43,70.80
5.55,71.53
5.79,70.80
5.90,71.53
6.14,70.80
6.26,71.53
6.49,70.80
6.61,71.53
6.85,70.80
6.97,71.53
7.20,70.80
7.32,71.53
7.56,70.80
7.67,71.53
7.91,70.80
8.03,71.53
8.26,70.80
8.38,71.53
8.62,70.80
8.74,71.53
8.97,70.80
9.09,71.53
9.33,70.80
9.45,71.53
9.68,70.80
9.80,71.53
10.04,70.80
10.15,71.53
10.39,70.56
10.51,71.53
10.74,70.80
10.86,71.29
11.10,70.80
11.22,71.29
11.45,70.80
11.57,71.29
11.81,70.80
11.92,71.29
12.16,70.80
12.28,71.29
12.51,70.80
12.63,71.29
12.87,70.80
12.99,71.29
13.22,70.80
13.34,71.29
13.58,70.80
13.70,71.29
13.93,70.80
14.05,71.29
14.29,70.80
14.40,71.29
14.64,70.80
14.76,71.29
14.99,70.80
15.11,71.29
15.35,70.80
15.47,71.29
15.70,70.80
15.82,71.29
16.06,70.80
16.17,71.29
16.41,70.80
16.53,71.53
16.77,70.80
16.88,71.53
17.12,70.80
17.24,71.53
17.47,70.80
17.59,71.53
17.83,70.80
17.95,71.53
18.18,70.80
18.30,71.53
18.54,70.80
18.65,71.53
18.89,70.80
19.01,71.53
19.24,70.80
19.36,71.53
19.60,70.80
19.72,71.53
19.95,70.80
20.07,71.53
20.31,70.80
20.43,71.53
20.66,70.80
20.78,71.53
21.02,70.80
21.13,71.53
21.37,70.80
21.49,71.53
21.72,70.80
21.84,71.53
22.08,70.80
22.20,71.53
22.43,70.80
22.55,71.53
22.79,70.80
22.90,71.53
23.14,70.56
23.26,71.29
23.49,70.56
23.61,71.29
23.85,70.56
23.97,71.29
24.20,70.56
24.32,71.29
24.56,70.56
24.68,71.29
24.91,70.56
25.03,71.29
25.27,70.56
25.38,71.29
25.62,70.56
25.74,71.29
25.97,70.56
26.09,71.29
26.33,70.56
26.45,71.29
26.68,70.56
26.80,71.29
27.04,70.56
27.15,71.29
27.39,70.56
27.51,71.29
27.74,70.80
27.86,71.29
28.10,70.80
28.22,71.29
28.45,70.80
28.57,71.29
28.81,70.80
28.93,71.29
29.16,70.80
29.28,71.29
29.52,70.80
29.63,71.29
29.87,70.80
29.99,71.29
30.22,70.80
30.34,71.29
30.58,70.80
30.70,71.29
30.93,70.80
31.05,71.29
31.29,70.80
31.40,71.29
31.64,70.80
31.76,71.29
32.00,70.80
32.11,71.29
32.35,70.80
32.47,71.53
32.70,70.80
32.82,71.53
33.06,70.80
33.18,71.53
33.41,70.80
33.53,71.53
33.77,70.80
33.88,71.29
34.12,70.80
34.24,71.53
34.47,70.80
34.59,71.53
34.83,70.80
34.95,71.53
35.18,70.80
35.30,71.29
35.54,70.56
35.66,71.29
35.89,70.56
36.01,71.29
36.25,70.56
36.36,71.29
36.60,70.56
36.72,71.29
36.95,70.56
37.07,71.29
37.31,70.56
37.43,71.29
37.66,70.56
37.78,71.29
38.02,70.56
38.13,71.29
38.37,70.56
38.49,71.29
38.72,70.56
38.84,71.29
39.08,70.56
39.20,71.29
39.43,70.56
39.55,71.29
39.79,70.56
39.91,71.29
40.14,70.56
40.26,71.29
40.50,70.56
40.61,71.29
40.85,70.56
40.97,71.29
41.20,70.56
41.32,71.29
41.56,70.56
41.68,71.29
41.91,70.56
42.03,71.29
42.27,70.56
42.38,71.29
42.62,70.56
42.74,71.29
42.98,70.56
43.09,71.29
43.33,70.56
43.45,71.29
43.68,70.56
43.80,71.29
44.04,70.80
44.16,71.29
44.39,70.56
44.51,71.29
44.75,70.56
44.86,71.29
45.10,70.56
45.22,71.29
45.45,70.56
45.57,71.29
45.81,70.56
45.93,71.29
46.16,70.56
46.28,71.29
46.52,70.56
46.64,71.29
46.87,70.56
46.99,71.29
47.23,70.56
47.34,71.29
47.58,70.56
47.70,71.29
47.93,70.56
48.05,71.05
48.29,70.56
48.41,71.05
48.64,70.32
48.76,71.05
49.00,70.32
49.11,71.05
49.35,70.56
49.47,71.05
49.70,70.56
49.82,71.05
50.06,70.56
50.18,71.05
50.41,70.56
50.53,71.05
50.77,70.56
50.89,71.05
51.12,70.56
51.24,71.05
51.48,70.56
51.59,71.05
51.83,70.56
51.95,71.05
52.18,70.56
52.30,71.05
52.54,70.56
52.66,71.05
52.89,70.56
53.01,71.05
53.25,70.56
53.36,71.05
53.60,70.56
53.72,71.05
53.96,70.56
54.07,71.05
54.31,70.56
54.43,71.05
54.66,70.56
54.78,71.29
55.02,70.56
55.14,71.29
55.37,70.56
55.49,71.29
55.73,70.56
55.84,71.29
56.08,70.56
56.20,71.29
56.43,70.56
56.55,71.29
56.79,70.56
56.91,71.29
57.14,70.56
57.26,71.29
57.50,70.56
57.62,71.29
57.85,70.56
57.97,71.29
58.21,70.56
58.32,71.29
58.56,70.56
58.68,71.29
58.91,70.56
59.03,71.29
59.27,70.56
59.39,71.29
59.62,70.56
59.74,71.29
59.98,70.56
60.09,71.29
60.33,70.56
60.45,71.29
60.68,70.32
