x_relative,y_relative
0.000000,0.926126
0.001321,0.926126
0.002642,0.926577
0.003963,0.927027
0.005284,0.927027
0.006605,0.927027
0.007926,0.926126
0.009247,0.926126
0.010568,0.926126
0.011889,0.926126
0.013210,0.925225
0.014531,0.924324
0.015852,0.925225
0.017173,0.925225
0.018494,0.924024
0.019815,0.922823
0.021136,0.921622
0.022457,0.921622
0.023778,0.921622
0.025099,0.921622
0.026420,0.921622
0.027741,0.920420
0.029062,0.919219
0.030383,0.918018
0.031704,0.918018
0.033025,0.918018
0.034346,0.918018
0.035667,0.918018
0.036988,0.918018
0.038309,0.918018
0.039630,0.918018
0.040951,0.918018
0.042272,0.918018
0.043593,0.917117
0.044914,0.918018
0.046235,0.917117
0.047556,0.917117
0.048877,0.915315
0.050198,0.915315
0.051519,0.915315
0.052840,0.915315
0.054161,0.915315
0.055482,0.915315
0.056803,0.885586
0.058124,0.911712
0.059445,0.911712
0.060766,0.910811
0.062087,0.910811
0.063408,0.910811
0.064729,0.910811
0.066050,0.911712
0.067371,0.911712
0.068692,0.885586
0.070013,0.909009
0.071334,0.909009
0.072655,0.908108
0.073976,0.908108
0.075297,0.908108
0.076618,0.908108
0.077939,0.881081
0.079260,0.880180
0.080581,0.907207
0.081902,0.907207
0.083223,0.906306
0.084544,0.906306
0.085865,0.907207
0.087186,0.907207
0.088507,0.880180
0.089828,0.907207
0.091149,0.907207
0.092470,0.906306
0.093791,0.907207
0.095112,0.907207
0.096433,0.907207
0.097754,0.907207
0.099075,0.907207
0.100396,0.907207
0.101717,0.907207
0.103038,0.907207
0.104359,0.907207
0.105680,0.876577
0.107001,0.904505
0.108322,0.904505
0.109643,0.903604
0.110964,0.903604
0.112285,0.903604
0.113606,0.900901
0.114927,0.900901
0.116248,0.900000
0.117569,0.900000
0.118890,0.900000
0.120211,0.900000
0.121532,0.904505
0.122853,0.904505
0.124174,0.905405
0.125495,0.906306
0.126816,0.906306
0.128137,0.906306
0.129458,0.908559
0.130779,0.910811
0.132100,0.910811
0.133421,0.911712
0.134742,0.911712
0.136063,0.911712
0.137384,0.915315
0.138705,0.915315
0.140026,0.914414
0.141347,0.915315
0.142668,0.915315
0.143989,0.915315
0.145310,0.916667
0.146631,0.918018
0.147952,0.918018
0.149273,0.917117
0.150594,0.917117
0.151915,0.918018
0.153236,0.918018
0.154557,0.918619
0.155878,0.919219
0.157199,0.919820
0.158520,0.919820
0.159841,0.918919
0.161162,0.918919
0.162483,0.918018
0.163804,0.918018
0.165125,0.918018
0.166446,0.918018
0.167768,0.918018
0.169089,0.917117
0.170410,0.918018
0.171731,0.918018
0.173052,0.918018
0.174373,0.892793
0.175694,0.917117
0.177015,0.917117
0.178336,0.916216
0.179657,0.916216
0.180978,0.916216
0.182299,0.916216
0.183620,0.916216
0.184941,0.891892
0.186262,0.915315
0.187583,0.915315
0.188904,0.914414
0.190225,0.914414
0.191546,0.914414
0.192867,0.915315
0.194188,0.916216
0.195509,0.916216
0.196830,0.916216
0.198151,0.916216
0.199472,0.916216
0.200793,0.916517
0.202114,0.916817
0.203435,0.917117
0.204756,0.917117
0.206077,0.916216
0.207398,0.916216
0.208719,0.916216
0.210040,0.916216
0.211361,0.889189
0.212682,0.889189
0.214003,0.888288
0.215324,0.887387
0.216645,0.887387
0.217966,0.886486
0.219287,0.885586
0.220608,0.885586
0.221929,0.884685
0.223250,0.883784
0.224571,0.883784
0.225892,0.883784
0.227213,0.881982
0.228534,0.881982
0.229855,0.881982
0.231176,0.881081
0.232497,0.880180
0.233818,0.880180
0.235139,0.878378
0.236460,0.878378
0.237781,0.878378
0.239102,0.877477
0.240423,0.877477
0.241744,0.877477
0.243065,0.877477
0.244386,0.877477
0.245707,0.878378
0.247028,0.879279
0.248349,0.880180
0.249670,0.881081
0.250991,0.882883
0.252312,0.883784
0.253633,0.884685
0.254954,0.885586
0.256275,0.887387
0.257596,0.888288
0.258917,0.889189
0.260238,0.890090
0.261559,0.890991
0.262880,0.892793
0.264201,0.894595
0.265522,0.895495
0.266843,0.897297
0.268164,0.898198
0.269485,0.900000
0.270806,0.900000
0.272127,0.901802
0.273448,0.901802
0.274769,0.901802
0.276090,0.903604
0.277411,0.903604
0.278732,0.903604
0.280053,0.903604
0.281374,0.904505
0.282695,0.904505
0.284016,0.904505
0.285337,0.905405
0.286658,0.905405
0.287979,0.905405
0.289300,0.905405
0.290621,0.905405
0.291942,0.906306
0.293263,0.906306
0.294584,0.907207
0.295905,0.907207
0.297226,0.907207
0.298547,0.907207
0.299868,0.908108
0.301189,0.908108
0.302510,0.907207
0.303831,0.907207
0.305152,0.907207
0.306473,0.905405
0.307794,0.905405
0.309115,0.903604
0.310436,0.901802
0.311757,0.900000
0.313078,0.899099
0.314399,0.897297
0.315720,0.896396
0.317041,0.893694
0.318362,0.890991
0.319683,0.888288
0.321004,0.885586
0.322325,0.879279
0.323646,0.863964
0.324967,0.848649
0.326288,0.833333
0.327609,0.818018
0.328930,0.802703
0.330251,0.787387
0.331572,0.772072
0.332893,0.756757
0.334214,0.741441
0.335535,0.745045
0.336856,0.750450
0.338177,0.751351
0.339498,0.745045
0.340819,0.754955
0.342140,0.781757
0.343461,0.800113
0.344782,0.818468
0.346103,0.836824
0.347424,0.855180
0.348745,0.873874
0.350066,0.891892
0.351387,0.895495
0.352708,0.899099
0.354029,0.901802
0.355350,0.905405
0.356671,0.906306
0.357992,0.907207
0.359313,0.909009
0.360634,0.909009
0.361955,0.910811
0.363276,0.910811
0.364597,0.910811
0.365918,0.911712
0.367239,0.911712
0.368560,0.912613
0.369881,0.912613
0.371202,0.912613
0.372523,0.912613
0.373844,0.913514
0.375165,0.913514
0.376486,0.914414
0.377807,0.914414
0.379128,0.915315
0.380449,0.915315
0.381770,0.916216
0.383091,0.916216
0.384412,0.917117
0.385733,0.917117
0.387054,0.917117
0.388375,0.917117
0.389696,0.918018
0.391017,0.918018
0.392338,0.918018
0.393659,0.918018
0.394980,0.918018
0.396301,0.918018
0.397622,0.917117
0.398943,0.917117
0.400264,0.916216
0.401585,0.916216
0.402906,0.915315
0.404227,0.915315
0.405548,0.914414
0.406869,0.914414
0.408190,0.912613
0.409511,0.912613
0.410832,0.910811
0.412153,0.910811
0.413474,0.909009
0.414795,0.908108
0.416116,0.907207
0.417437,0.905405
0.418758,0.903604
0.420079,0.901802
0.421400,0.900901
0.422721,0.898198
0.424042,0.895495
0.425363,0.893694
0.426684,0.890090
0.428005,0.887387
0.429326,0.882883
0.430647,0.879279
0.431968,0.875676
0.433289,0.871171
0.434610,0.868468
0.435931,0.864865
0.437252,0.860360
0.438573,0.855856
0.439894,0.853153
0.441215,0.847748
0.442536,0.840541
0.443857,0.833333
0.445178,0.827928
0.446499,0.806757
0.447820,0.785586
0.449141,0.818018
0.450462,0.956757
0.451783,0.954955
0.453104,0.945946
0.454425,0.944144
0.455746,0.881081
0.457067,0.850450
0.458388,0.810811
0.459709,0.810811
0.461030,0.790991
0.462351,0.771171
0.463672,0.751351
0.464993,0.731532
0.466314,0.711712
0.467635,0.691892
0.468956,0.666924
0.470277,0.641956
0.471598,0.616988
0.472919,0.592021
0.474240,0.567053
0.475561,0.542085
0.476882,0.517117
0.478203,0.516216
0.479524,0.516216
0.480845,0.519820
0.482166,0.523423
0.483487,0.554234
0.484808,0.585045
0.486129,0.615856
0.487450,0.646667
0.488771,0.677477
0.490092,0.677477
0.491413,0.671171
0.492734,0.687439
0.494055,0.703707
0.495376,0.719974
0.496697,0.736242
0.498018,0.752510
0.499339,0.768777
0.500661,0.785045
0.501982,0.801313
0.503303,0.818018
0.504624,0.833848
0.505945,0.850116
0.507266,0.866384
0.508587,0.882651
0.509908,0.898919
0.511229,0.891892
0.512550,0.910711
0.513871,0.912999
0.515192,0.920721
0.516513,0.926126
0.517834,0.926126
0.519155,0.927928
0.520476,0.931532
0.521797,0.933333
0.523118,0.934234
0.524439,0.936036
0.525760,0.936036
0.527081,0.941441
0.528402,0.941441
0.529723,0.941441
0.531044,0.941441
0.532365,0.941441
0.533686,0.916216
0.535007,0.948649
0.536328,0.948649
0.537649,0.949550
0.538970,0.949550
0.540291,0.949550
0.541612,0.953153
0.542933,0.953153
0.544254,0.953153
0.545575,0.954054
0.546896,0.954054
0.548217,0.945946
0.549538,0.946847
0.550859,0.951051
0.552180,0.953153
0.553501,0.953153
0.554822,0.954054
0.556143,0.953153
0.557464,0.952252
0.558785,0.952252
0.560106,0.960360
0.561427,0.956757
0.562748,0.956757
0.564069,0.957658
0.565390,0.957658
0.566711,0.956757
0.568032,0.956757
0.569353,0.957658
0.570674,0.958559
0.571995,0.958559
0.573316,0.959459
0.574637,0.959459
0.575958,0.958559
0.577279,0.957658
0.578600,0.957658
0.579921,0.959459
0.581242,0.960360
0.582563,0.960360
0.583884,0.960360
0.585205,0.960360
0.586526,0.959459
0.587847,0.959459
0.589168,0.959459
0.590489,0.960360
0.591810,0.960360
0.593131,0.959459
0.594452,0.958559
0.595773,0.958559
0.597094,0.958559
0.598415,0.959459
0.599736,0.959459
0.601057,0.959459
0.602378,0.959459
0.603699,0.958559
0.605020,0.958559
0.606341,0.958559
0.607662,0.957658
0.608983,0.958559
0.610304,0.958559
0.611625,0.958559
0.612946,0.958559
0.614267,0.957658
0.615588,0.957658
0.616909,0.957658
0.618230,0.958559
0.619551,0.958559
0.620872,0.958559
0.622193,0.957658
0.623514,0.956757
0.624835,0.954955
0.626156,0.955856
0.627477,0.956757
0.628798,0.958559
0.630119,0.958559
0.631440,0.957658
0.632761,0.956757
0.634082,0.955856
0.635403,0.954955
0.636724,0.955856
0.638045,0.956757
0.639366,0.956757
0.640687,0.955856
0.642008,0.955856
0.643329,0.955856
0.644650,0.954955
0.645971,0.953153
0.647292,0.953153
0.648613,0.954054
0.649934,0.954955
0.651255,0.954054
0.652576,0.954054
0.653897,0.954054
0.655218,0.953153
0.656539,0.951351
0.657860,0.951351
0.659181,0.952252
0.660502,0.953153
0.661823,0.953153
0.663144,0.952252
0.664465,0.952252
0.665786,0.951351
0.667107,0.948649
0.668428,0.948649
0.669749,0.949550
0.671070,0.950450
0.672391,0.950450
0.673712,0.950450
0.675033,0.949550
0.676354,0.948649
0.677675,0.947748
0.678996,0.948649
0.680317,0.949550
0.681638,0.950450
0.682959,0.949550
0.684280,0.948649
0.685601,0.947748
0.686922,0.945045
0.688243,0.944144
0.689564,0.943243
0.690885,0.944144
0.692206,0.945174
0.693527,0.938739
0.694848,0.937838
0.696169,0.937838
0.697490,0.936937
0.698811,0.936036
0.700132,0.935135
0.701453,0.935135
0.702774,0.935135
0.704095,0.934234
0.705416,0.933333
0.706737,0.933333
0.708058,0.932432
0.709379,0.932432
0.710700,0.938739
0.712021,0.934106
0.713342,0.938739
0.714663,0.938739
0.715984,0.938739
0.717305,0.938739
0.718626,0.928829
0.719947,0.928829
0.721268,0.927928
0.722589,0.936937
0.723910,0.936937
0.725231,0.936937
0.726552,0.931532
0.727873,0.930502
0.729194,0.935135
0.730515,0.927027
0.731836,0.927027
0.733157,0.927928
0.734478,0.927027
0.735799,0.925225
0.737120,0.922523
0.738441,0.921622
0.739762,0.921622
0.741083,0.921622
0.742404,0.920721
0.743725,0.920721
0.745046,0.919820
0.746367,0.918919
0.747688,0.918018
0.749009,0.917117
0.750330,0.916216
0.751651,0.916216
0.752972,0.915315
0.754293,0.914414
0.755614,0.913514
0.756935,0.912613
0.758256,0.911712
0.759577,0.910811
0.760898,0.910811
0.762219,0.909910
0.763540,0.908108
0.764861,0.907207
0.766182,0.906306
0.767503,0.905405
0.768824,0.904505
0.770145,0.903604
0.771466,0.901802
0.772787,0.901802
0.774108,0.900000
0.775429,0.900000
0.776750,0.899099
0.778071,0.898198
0.779392,0.896396
0.780713,0.895495
0.782034,0.894595
