x,y
0.00,27.27
0.00,63.64
0.00,54.55
0.00,45.45
0.00,54.55
0.00,54.55
0.00,54.55
0.00,63.64
0.00,45.45
0.00,45.45
0.00,54.55
0.00,54.55
0.00,54.55
0.00,54.55
0.00,63.64
0.00,63.64
0.00,54.55
0.00,45.45
0.00,45.45
0.00,63.64
0.00,72.73
0.00,54.55
0.00,54.55
0.00,63.64
0.00,63.64
0.00,63.64
0.00,63.64
0.00,45.45
0.00,63.64
0.00,54.55
0.00,72.73
0.00,72.73
0.00,72.73
0.00,72.73
0.00,72.73
0.00,81.82
0.00,81.82
0.00,72.73
0.00,90.91
0.00,100.00
0.00,100.00
0.00,72.73
0.00,81.82
0.00,90.91
0.00,90.91
0.00,72.73
0.00,100.00
0.00,100.00
0.00,100.00
0.00,100.00
0.00,100.00
0.00,100.00
0.00,100.00
0.00,100.00
90.00,45.45
100.00,45.45
100.00,45.45
100.00,45.45
100.00,45.45
100.00,45.45
100.00,45.45
100.00,45.45
100.00,72.73
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
100.00,100.00
