x,y
0.00,94.64
0.00,94.12
0.00,94.12
0.00,94.12
0.00,94.12
0.00,94.12
0.00,94.29
0.00,94.29
0.00,94.29
0.00,94.29
0.00,94.29
0.00,94.29
0.00,94.29
0.00,94.12
0.00,94.12
0.00,94.29
0.00,94.12
0.00,94.29
0.00,94.64
0.00,94.64
0.00,94.64
0.00,94.64
0.00,94.64
0.00,94.64
0.00,94.64
0.00,94.64
0.00,94.64
0.00,94.64
0.00,94.64
0.00,94.64
0.00,94.46
0.00,94.46
0.00,94.46
0.00,94.64
0.24,94.12
0.24,94.64
0.59,94.12
0.59,94.64
0.95,94.12
0.95,94.64
1.31,94.12
1.31,94.64
1.66,94.12
1.66,94.64
2.02,94.12
2.02,94.64
2.38,94.12
2.38,94.64
2.73,94.12
2.73,94.64
3.09,94.12
3.09,94.64
3.44,94.12
3.44,94.64
3.80,94.12
3.80,94.64
4.16,94.12
4.16,94.64
4.51,94.12
4.51,94.64
4.87,94.12
4.87,94.64
5.23,94.12
5.23,94.64
5.58,94.12
5.58,94.64
5.94,94.12
5.94,94.64
6.29,94.12
6.29,94.64
6.65,94.12
6.65,94.64
7.01,94.12
7.01,94.64
7.36,94.12
7.36,94.64
7.72,94.12
7.72,94.46
8.08,94.12
8.08,94.64
8.43,94.12
8.43,94.46
8.79,94.12
8.79,94.64
9.14,94.12
9.14,94.46
9.50,94.12
9.50,94.46
9.86,94.12
9.86,94.46
10.21,94.12
10.21,94.64
10.57,94.12
10.57,94.46
10.93,94.12
10.93,94.46
11.28,94.12
11.28,94.46
11.64,94.12
11.64,94.46
12.00,94.29
12.00,94.64
12.35,94.29
12.35,94.64
12.71,94.12
12.71,94.64
13.06,94.29
13.06,94.64
13.42,94.29
13.42,94.64
13.78,94.12
13.78,94.64
14.13,94.12
14.13,94.64
14.49,94.12
14.49,94.64
14.85,94.12
14.85,94.64
15.20,94.12
15.20,94.64
15.56,94.12
15.56,94.64
15.91,94.12
15.91,94.64
16.27,94.12
16.27,94.64
16.63,94.12
16.63,94.64
16.98,94.12
16.98,94.64
17.34,94.12
17.34,94.64
17.70,94.12
17.70,94.64
18.05,94.12
18.05,94.64
18.41,94.12
18.41,94.64
18.76,94.12
18.76,94.64
19.12,94.12
19.12,94.64
19.48,94.12
19.48,94.64
19.83,94.12
19.83,94.64
20.19,94.12
20.19,94.64
20.55,94.12
20.55,94.64
20.90,94.12
20.90,94.64
21.26,94.12
21.26,94.64
21.62,94.12
21.62,94.64
21.97,94.12
21.97,94.64
22.33,94.12
22.33,94.46
22.68,94.12
22.68,94.46
23.04,94.12
23.04,94.64
23.40,94.12
23.40,94.64
23.75,94.12
23.75,94.64
24.11,94.12
24.11,94.64
