x,y
0.00,98.75
0.00,98.64
0.00,98.64
0.00,98.64
0.00,98.64
0.00,98.64
0.00,98.60
0.00,98.64
0.00,98.64
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.57
0.00,98.57
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.60
0.00,98.68
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.68
0.00,98.68
0.00,98.68
0.00,98.68
0.00,98.68
0.00,98.68
0.00,98.68
0.00,98.68
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.72
0.00,98.75
0.00,98.75
0.12,98.68
0.17,98.60
0.29,98.68
0.35,98.60
0.46,98.68
0.52,98.57
0.63,98.68
0.69,98.57
0.81,98.68
0.86,98.57
0.98,98.68
1.04,98.57
1.15,98.68
1.21,98.57
1.32,98.68
1.38,98.57
1.50,98.68
1.55,98.57
1.67,98.68
1.73,98.57
1.84,98.68
1.90,98.57
2.01,98.68
2.07,98.57
2.19,98.68
2.25,98.57
2.36,98.68
2.42,98.57
2.53,98.68
2.59,98.57
2.71,98.68
2.76,98.57
2.88,98.68
2.94,98.57
3.05,98.72
3.11,98.60
3.22,98.72
3.28,98.60
3.40,98.72
3.45,98.60
3.57,98.72
3.63,98.60
3.74,98.68
3.80,98.60
3.91,98.68
3.97,98.57
4.09,98.68
4.15,98.60
4.26,98.68
4.32,98.57
4.43,98.68
4.49,98.57
4.61,98.68
4.66,98.57
4.78,98.68
4.84,98.57
4.95,98.68
5.01,98.57
5.12,98.68
5.18,98.57
5.30,98.68
5.35,98.57
5.47,98.68
5.53,98.57
5.64,98.68
5.70,98.57
5.81,98.68
5.87,98.57
5.99,98.68
6.04,98.57
6.16,98.68
