FREQUENCY (cm⁻¹),ENERGY TRANSMITTED
3800.000000,54.902000
3799.135500,66.470600
3798.271700,78.039200
3797.407200,60.980400
3796.543400,48.333300
3795.678900,48.431400
3794.815100,48.431400
3793.950600,48.431400
3793.086100,48.431400
3792.222300,48.431400
3791.357800,48.431400
3790.494000,48.431400
3789.629500,48.431400
3788.765700,48.431400
3787.901200,48.431400
3787.036700,48.529400
3786.172900,48.529400
3785.308400,48.529400
3784.444600,48.529400
3783.580100,48.431400
3782.716300,48.431400
3781.851800,48.431400
3780.988000,48.431400
3780.123500,48.431400
3779.259000,48.431400
3778.395200,48.431400
3777.530700,48.431400
3776.666900,48.431400
3775.802400,48.529400
3774.938600,48.529400
3774.074100,48.529400
3773.209600,48.529400
3772.345800,48.529400
3771.481300,48.627500
3770.617500,48.627500
3769.753000,48.627500
3768.889200,48.627500
3768.024700,48.627500
3767.160200,48.627500
3766.296400,48.627500
3765.431900,48.627500
3764.568100,48.627500
3763.703600,48.627500
3762.839800,48.627500
3761.975300,48.627500
3761.110800,48.627500
3760.247000,48.627500
3759.382500,48.627500
3758.518700,48.627500
3757.654200,48.627500
3756.790400,48.725500
3755.925900,48.627500
3755.061400,48.627500
3754.197600,48.627500
3753.333100,48.627500
3752.469300,48.627500
3751.604800,48.627500
3750.741000,48.627500
3749.876500,48.627500
3749.012000,48.627500
3748.148200,48.529400
3747.283700,48.431400
3746.419900,48.333300
3745.555400,48.235300
3744.691600,48.235300
3743.827100,48.235300
3742.963300,48.235300
3742.098800,48.235300
3741.234300,48.137300
3740.370500,45.882400
3739.506000,46.078400
3738.642200,48.137300
3737.777700,48.039200
3736.913900,48.039200
3736.049400,48.039200
3735.184900,48.039200
3734.321100,48.039200
3733.456600,47.941200
3732.592800,47.941200
3731.728300,47.941200
3730.864500,47.941200
3730.000000,47.843100
3729.135500,47.941200
3728.271700,47.941200
3727.407200,47.843100
3726.543400,47.843100
3725.678900,47.843100
3724.815100,47.843100
3723.950600,47.843100
3723.086100,47.745100
3722.222300,47.745100
3721.357800,47.745100
3720.494000,47.843100
3719.629500,47.843100
3718.765700,47.843100
3717.901200,47.843100
3717.036700,47.745100
3716.172900,47.745100
3715.308400,47.647100
3714.444600,47.647100
3713.580100,47.647100
3712.716300,47.647100
3711.851800,47.647100
3710.988000,47.647100
3710.123500,47.647100
3709.259000,47.647100
3708.395200,47.647100
3707.530700,47.549000
3706.666900,47.549000
3705.802400,47.451000
3704.938600,47.451000
3704.074100,47.451000
3703.209600,47.451000
3702.345800,47.352900
3701.481300,47.352900
3700.617500,47.254900
3699.753000,47.254900
3698.889200,47.254900
3698.024700,47.254900
3697.160200,47.156900
3696.296400,46.372500
3695.431900,46.274500
3694.568100,47.058800
3693.703600,47.058800
3692.839800,47.058800
3691.975300,46.960800
3691.110800,46.960800
3690.247000,46.960800
3689.382500,46.960800
3688.518700,46.862700
3687.654200,46.764700
3686.790400,46.764700
3685.925900,46.568600
3685.061400,46.568600
3684.197600,46.372500
3683.333100,46.176500
3682.469300,46.078400
3681.604800,45.980400
3680.741000,45.378200
3679.876500,45.490200
3679.012000,45.588200
3678.148200,45.392200
3677.283700,45.294100
3676.419900,45.098000
3675.555400,45.098000
3674.691600,45.000000
3673.827100,44.803900
3672.963300,44.803900
3672.098800,44.803900
3671.234300,44.705900
3670.370500,44.509800
3669.506000,44.411800
3668.642200,44.313700
3667.777700,44.509800
3666.913900,44.607800
3666.049400,44.509800
3665.184900,44.392200
3664.321100,44.117600
3663.456600,44.313700
3662.592800,44.313700
3661.728300,44.313700
3660.864500,44.313700
3660.000000,44.215700
3659.135500,43.921600
3658.271700,43.725500
3657.407200,43.725500
3656.543400,43.627500
3655.678900,43.627500
3654.815100,43.529400
3653.950600,43.431400
3653.086100,43.431400
3652.222300,43.235300
3651.357800,43.235300
3650.494000,43.039200
3649.629500,43.039200
3648.765700,42.843100
3647.901200,42.745100
3647.036700,42.647100
3646.172900,42.451000
3645.308400,42.352900
3644.444600,42.156900
3643.580100,42.058800
3642.716300,41.862700
3641.851800,41.764700
3640.988000,41.666700
3640.123500,41.568600
3639.259000,41.470600
3638.395200,41.372500
3637.530700,41.274500
3636.666900,41.078400
3635.802400,41.078400
3634.938600,40.882400
3634.074100,40.784300
3633.209600,40.686300
3632.345800,40.490200
3631.481300,40.490200
3630.617500,40.294100
3629.753000,40.098000
3628.889200,40.000000
3628.024700,39.902000
3627.160200,39.705900
3626.296400,39.607800
3625.431900,39.411800
3624.568100,39.313700
3623.703600,39.117600
3622.839800,39.019600
3621.975300,38.823500
3621.110800,38.725500
3620.247000,38.529400
3619.382500,38.333300
3618.518700,38.137300
3617.654200,38.039200
3616.790400,37.843100
3615.925900,41.274500
3615.061400,41.274500
3614.197600,41.078400
3613.333100,40.882400
3612.469300,40.882400
3611.604800,40.686300
3610.741000,40.392200
3609.876500,40.294100
3609.012000,40.294100
3608.148200,40.098000
3607.283700,39.803900
3606.419900,39.705900
3605.555400,39.705900
3604.691600,39.607800
3603.827100,39.607800
3602.963300,39.607800
3602.098800,39.607800
