FREQUENCY (cm⁻¹),ENERGY TRANSMITTED
3601.234300,39.803900
3600.370500,39.902000
3599.506000,39.902000
3598.642200,40.000000
3597.777700,40.196100
3596.913900,40.294100
3596.049400,40.294100
3595.184900,40.392200
3594.321100,40.392200
3593.456600,40.294100
3592.592800,40.098000
3591.728300,40.098000
3590.864500,40.000000
3590.000000,40.098000
3589.135500,40.098000
3588.271700,40.098000
3587.407200,40.294100
3586.543400,40.588200
3585.678900,40.882400
3584.815100,41.078400
3583.950600,41.176500
3583.086100,41.372500
3582.222300,41.666700
3581.357800,41.666700
3580.494000,41.666700
3579.629500,41.764700
3578.765700,41.862700
3577.901200,41.960800
3577.036700,41.862700
3576.172900,41.862700
3575.308400,41.862700
3574.444600,41.764700
3573.580100,41.764700
3572.716300,41.764700
3571.851800,41.666700
3570.988000,41.666700
3570.123500,41.372500
3569.259000,41.372500
3568.395200,41.274500
3567.530700,41.274500
3566.666900,41.176500
3565.802400,41.078400
3564.938600,41.078400
3564.074100,41.078400
3563.209600,41.078400
3562.345800,41.078400
3561.481300,41.078400
3560.617500,41.078400
3559.753000,40.784300
3558.889200,40.490200
3558.024700,40.490200
3557.160200,40.490200
3556.296400,40.294100
3555.431900,40.098000
3554.568100,40.098000
3553.703600,40.098000
3552.839800,39.902000
3551.975300,39.607800
3551.110800,39.509800
3550.247000,39.411800
3549.382500,39.313700
3548.518700,38.921600
3547.654200,38.627500
3546.790400,38.529400
3545.925900,38.333300
3545.061400,38.137300
3544.197600,37.745100
3543.333100,37.411800
3542.469300,37.026100
3541.604800,36.666700
3540.741000,36.372500
3539.876500,36.078400
3539.012000,35.686300
3538.148200,35.490200
3537.283700,35.392200
3536.419900,35.294100
3535.555400,35.294100
3534.691600,35.196100
3533.827100,35.196100
3532.963300,35.294100
3532.098800,35.490200
3531.234300,35.588200
3530.370500,35.784300
3529.506000,35.882400
3528.642200,36.078400
3527.777700,36.274500
3526.913900,36.568600
3526.049400,36.764700
3525.184900,37.156900
3524.321100,37.352900
3523.456600,37.647100
3522.592800,37.843100
3521.728300,38.235300
3520.864500,38.431400
3520.000000,38.529400
3519.135500,38.725500
3518.271700,38.921600
3517.407200,39.019600
3516.543400,39.019600
3515.678900,39.061600
3514.815100,39.103600
3513.950600,39.145700
3513.086100,39.187700
3512.222300,39.229700
3511.357800,39.271700
3510.494000,39.313700
3509.629500,39.313700
3508.765700,39.215700
3507.901200,39.313700
3507.036700,39.215700
3506.172900,39.117600
3505.308400,39.117600
3504.444600,39.117600
3503.580100,39.019600
3502.716300,38.921600
3501.851800,38.921600
3500.988000,38.921600
3500.123500,38.823500
3499.259000,38.627500
3498.395200,38.529400
3497.530700,38.529400
3496.666900,38.529400
3495.802400,38.529400
3494.938600,38.431400
3494.074100,38.333300
3493.209600,38.235300
3492.345800,38.235300
3491.481300,38.235300
3490.617500,38.137300
3489.753000,38.137300
3488.889200,38.137300
3488.024700,37.941200
3487.160200,37.941200
3486.296400,37.843100
3485.431900,37.843100
3484.568100,37.843100
3483.703600,37.843100
3482.839800,37.843100
3481.975300,37.843100
3481.110800,37.941200
3480.247000,37.843100
3479.382500,37.941200
3478.518700,37.941200
3477.654200,38.039200
3476.790400,38.039200
3475.925900,37.941200
3475.061400,37.941200
3474.197600,37.843100
3473.333100,37.843100
3472.469300,37.745100
3471.604800,37.745100
3470.741000,37.745100
3469.876500,37.549000
3469.012000,37.451000
3468.148200,37.352900
3467.283700,37.352900
3466.419900,37.352900
3465.555400,37.058800
3464.691600,37.058800
3463.827100,36.960800
3462.963300,36.960800
3462.098800,36.960800
3461.234300,36.764700
3460.370500,36.764700
3459.506000,36.666700
3458.642200,36.568600
3457.777700,36.568600
3456.913900,36.470600
3456.049400,36.470600
3455.184900,36.372500
3454.321100,36.274500
3453.456600,36.176500
3452.592800,36.078400
3451.728300,35.980400
3450.864500,35.980400
3450.000000,35.980400
3449.135500,35.882400
3448.271700,35.686300
3447.407200,35.588200
3446.543400,35.588200
3445.678900,35.588200
3444.815100,35.490200
3443.950600,35.392200
3443.086100,35.392200
3442.222300,35.392200
3441.357800,35.392200
3440.494000,35.196100
3439.629500,35.196100
3438.765700,35.098000
3437.901200,35.098000
3437.036700,34.902000
3436.172900,34.803900
3435.308400,34.803900
3434.444600,34.803900
3433.580100,34.852900
3432.716300,34.902000
3431.851800,34.902000
3430.988000,34.803900
3430.123500,34.803900
3429.259000,34.705900
3428.395200,34.705900
3427.530700,34.607800
3426.666900,34.607800
3425.802400,34.509800
3424.938600,34.411800
3424.074100,34.411800
3423.209600,34.313700
3422.345800,34.313700
3421.481300,34.117600
3420.617500,33.823500
3419.753000,33.823500
3418.889200,32.941200
3418.024700,32.941200
3417.160200,32.843100
3416.296400,32.451000
3415.431900,31.960800
3414.568100,31.862700
3413.703600,30.686300
3412.839800,30.686300
3411.975300,30.364100
3411.110800,30.000000
3410.247000,29.509800
3409.382500,29.411800
3408.518700,29.313700
3407.654200,27.745100
3406.790400,27.538100
3405.925900,26.361700
3405.061400,25.190600
3404.197600,24.019600
3403.333100,23.823500
3402.469300,22.156900
3401.604800,19.509800
3400.741000,17.549000
3399.876500,15.000000
3399.012000,13.764700
3398.148200,12.529400
3397.283700,11.903900
3396.419900,11.278400
3395.555400,10.652900
3394.691600,6.470600
3393.827100,6.470600
3392.963300,6.470600
3392.098800,6.470600
3391.234300,6.470600
3390.370500,6.470600
3389.506000,6.274500
3388.642200,6.176500
3387.777700,6.078400
3386.913900,6.078400
3386.049400,6.078400
3385.184900,6.078400
3384.321100,6.078400
3383.456600,6.078400
3382.592800,3.137300
3381.728300,3.333300
3380.864500,3.529400
3380.000000,3.529400
3379.135500,3.529400
3378.271700,3.529400
3377.407200,3.333300
3376.543400,3.333300
3375.678900,6.078400
3374.815100,6.078400
3373.950600,6.176500
3373.086100,6.176500
3372.222300,6.078400
3371.357800,6.078400
3370.494000,6.078400
3369.629500,6.176500
3368.765700,6.176500
3367.901200,6.176500
3367.036700,6.176500
3366.172900,6.176500
3365.308400,6.274500
3364.444600,6.274500
3363.580100,6.274500
3362.716300,6.176500
3361.851800,6.176500
3360.988000,6.176500
3360.123500,6.176500
3359.259000,6.176500
3358.395200,6.176500
3357.530700,6.176500
3356.666900,6.176500
3355.802400,6.176500
3354.938600,6.176500
3354.074100,6.176500
3353.209600,6.176500
3352.345800,6.176500
3351.481300,6.176500
3350.617500,6.176500
3349.753000,6.176500
3348.889200,6.176500
3348.024700,6.176500
3347.160200,6.176500
3346.296400,6.176500
3345.431900,6.176500
3344.568100,6.176500
3343.703600,6.176500
3342.839800,6.176500
3341.975300,6.274500
3341.110800,6.274500
3340.247000,6.274500
3339.382500,6.274500
3338.518700,6.274500
3337.654200,6.274500
3336.790400,6.176500
3335.925900,6.176500
3335.061400,6.176500
3334.197600,6.176500
3333.333100,6.176500
3332.469300,6.176500
3331.604800,6.176500
3330.741000,6.176500
3329.876500,6.176500
3329.012000,6.176500
3328.148200,6.176500
3327.283700,6.176500
3326.419900,6.176500
3325.555400,6.274500
3324.691600,6.274500
3323.827100,6.274500
3322.963300,2.352900
3322.098800,2.352900
3321.234300,2.352900
3320.370500,2.352900
3319.506000,2.352900
3318.642200,2.352900
3317.777700,6.274500
3316.913900,6.274500
3316.049400,6.274500
3315.184900,6.274500
3314.321100,6.274500
3313.456600,6.274500
3312.592800,6.274500
3311.728300,6.274500
3310.864500,6.274500
3310.000000,6.274500
3309.135500,6.274500
3308.271700,2.549000
3307.407200,2.549000
3306.543400,2.549000
3305.678900,2.549000
3304.815100,2.352900
3303.950600,6.274500
3303.086100,6.274500
3302.222300,6.274500
3301.357800,6.274500
3300.494000,6.372500
3299.629500,6.470600
3298.765700,6.568600
3297.901200,6.470600
3297.036700,6.372500
3296.172900,6.372500
3295.308400,3.725500
3294.444600,3.725500
3293.580100,3.725500
3292.716300,3.725500
3291.851800,3.725500
3290.988000,3.529400
3290.123500,3.333300
3289.259000,6.470600
3288.395200,6.470600
3287.530700,6.470600
3286.666900,6.470600
3285.802400,6.470600
3284.938600,6.372500
3284.074100,6.274500
3283.209600,2.941200
3282.345800,3.333300
3281.481300,3.529400
3280.617500,3.725500
3279.753000,3.725500
3278.889200,3.725500
3278.024700,3.725500
3277.160200,3.529400
3276.296400,6.274500
3275.431900,6.274500
3274.568100,6.274500
3273.703600,6.274500
3272.839800,6.274500
3271.975300,6.274500
3271.110800,6.274500
3270.247000,6.274500
3269.382500,6.274500
3268.518700,6.274500
3267.654200,6.372500
3266.790400,6.372500
3265.925900,6.372500
3265.061400,6.372500
3264.197600,6.372500
3263.333100,6.372500
3262.469300,6.372500
3261.604800,6.372500
3260.741000,6.372500
3259.876500,6.372500
3259.012000,6.372500
3258.148200,6.372500
3257.283700,6.372500
3256.419900,6.470600
3255.555400,6.470600
3254.691600,6.470600
3253.827100,6.470600
3252.963300,6.372500
3252.098800,6.372500
3251.234300,6.372500
3250.370500,6.372500
3249.506000,6.372500
3248.642200,6.372500
3247.777700,6.372500
3246.913900,6.372500
3246.049400,6.470600
3245.184900,6.470600
3244.321100,6.568600
3243.456600,6.568600
3242.592800,6.470600
3241.728300,6.470600
3240.864500,6.470600
3240.000000,6.470600
3239.135500,6.470600
3238.271700,6.470600
3237.407200,6.470600
3236.543400,6.470600
3235.678900,6.470600
3234.815100,6.470600
3233.950600,6.470600
3233.086100,6.372500
3232.222300,6.372500
3231.357800,6.372500
3230.494000,6.372500
3229.629500,6.372500
3228.765700,6.372500
3227.901200,6.372500
3227.036700,6.372500
3226.172900,6.372500
3225.308400,6.372500
3224.444600,6.470600
3223.580100,2.549000
3222.716300,2.549000
3221.851800,2.549000
3220.988000,2.549000
3220.123500,2.549000
3219.259000,2.352900
3218.395200,6.470600
3217.530700,6.470600
3216.666900,6.470600
3215.802400,6.470600
3214.938600,6.470600
3214.074100,6.470600
3213.209600,6.470600
3212.345800,6.470600
3211.481300,6.470600
3210.617500,6.470600
3209.753000,6.470600
3208.889200,3.921600
3208.024700,3.921600
3207.160200,3.921600
3206.296400,2.549000
3205.431900,2.549000
3204.568100,2.745100
3203.703600,2.941200
3202.839800,6.470600
3201.975300,6.470600
3201.110800,6.470600
3200.247000,6.666700
3199.382500,6.764700
3198.518700,3.725500
3197.654200,3.921600
3196.790400,3.921600
3195.925900,3.921600
3195.061400,3.921600
3194.197600,3.921600
3193.333100,3.921600
3192.469300,3.725500
3191.604800,3.529400
3190.741000,6.666700
3189.876500,6.666700
3189.012000,6.666700
3188.148200,6.666700
3187.283700,6.666700
3186.419900,6.666700
3185.555400,6.666700
3184.691600,3.529400
3183.827100,3.725500
3182.963300,4.117600
3182.098800,4.117600
3181.234300,4.117600
3180.370500,3.921600
3179.506000,3.921600
3178.642200,3.725500
3177.777700,6.470600
3176.913900,6.372500
3176.049400,6.372500
3175.184900,6.372500
3174.321100,6.372500
3173.456600,6.372500
3172.592800,6.470600
3171.728300,6.470600
3170.864500,6.470600
3170.000000,6.470600
3169.135500,6.568600
3168.271700,6.568600
3167.407200,6.470600
3166.543400,6.470600
3165.678900,6.470600
3164.815100,6.568600
3163.950600,6.568600
3163.086100,6.568600
3162.222300,6.568600
3161.357800,6.568600
3160.494000,6.568600
3159.629500,6.568600
3158.765700,6.568600
3157.901200,6.568600
3157.036700,6.568600
3156.172900,6.568600
3155.308400,6.568600
3154.444600,6.568600
3153.580100,6.568600
3152.716300,6.568600
3151.851800,6.568600
3150.988000,6.568600
3150.123500,6.568600
3149.259000,6.568600
3148.395200,6.568600
3147.530700,6.568600
3146.666900,6.568600
3145.802400,6.666700
3144.938600,6.666700
3144.074100,6.666700
3143.209600,6.666700
3142.345800,6.666700
3141.481300,6.764700
3140.617500,6.764700
3139.753000,6.764700
3138.889200,6.764700
3138.024700,6.764700
3137.160200,6.764700
3136.296400,6.764700
3135.431900,6.764700
3134.568100,6.764700
3133.703600,6.862700
3132.839800,6.862700
3131.975300,6.764700
3131.110800,6.764700
3130.247000,6.764700
3129.382500,6.764700
3128.518700,6.666700
3127.654200,6.666700
3126.790400,6.568600
3125.925900,6.568600
3125.061400,6.568600
3124.197600,6.568600
3123.333100,6.568600
3122.469300,6.666700
3121.604800,6.666700
3120.741000,6.666700
3119.876500,6.666700
3119.012000,6.666700
3118.148200,6.666700
3117.283700,6.666700
3116.419900,2.941200
3115.555400,2.941200
3114.691600,2.941200
3113.827100,2.941200
3112.963300,2.941200
3112.098800,2.745100
3111.234300,6.862700
3110.370500,6.862700
3109.506000,6.764700
3108.642200,6.764700
3107.777700,6.764700
3106.913900,3.137300
3106.049400,6.764700
3105.184900,6.764700
3104.321100,6.862700
3103.456600,6.862700
3102.592800,6.862700
3101.728300,1.960800
3100.864500,1.764700
