FREQUENCY (cm⁻¹),ENERGY TRANSMITTED
1645.000000,0.033708
1643.500000,0.033708
1642.000000,0.035112
1640.500000,0.035112
1639.000000,0.035112
1637.500000,0.036985
1636.000000,0.038858
1634.500000,0.040730
1633.000000,0.040730
1631.500000,0.040730
1630.000000,0.043539
1628.500000,0.061798
1627.000000,0.058989
1625.500000,0.058989
1624.000000,0.059591
1622.500000,0.063604
1621.000000,0.067616
1619.500000,0.071629
1618.000000,0.073034
1616.500000,0.073034
1615.000000,0.073034
1613.500000,0.069171
1612.000000,0.065309
1610.500000,0.061447
1609.000000,0.057584
1607.500000,0.057584
1606.000000,0.057584
1604.500000,0.060393
1603.000000,0.060393
1601.500000,0.060393
1600.000000,0.061798
1598.500000,0.061798
1597.000000,0.063904
1595.500000,0.066011
1594.000000,0.066011
1592.500000,0.064607
1591.000000,0.066011
1589.500000,0.066011
1588.000000,0.066011
1586.500000,0.067416
1585.000000,0.067416
1583.500000,0.068820
1582.000000,0.070225
1580.500000,0.071629
1579.000000,0.071629
1577.500000,0.071629
1576.000000,0.071629
1574.500000,0.071629
1573.000000,0.072566
1571.500000,0.073502
1570.000000,0.074438
1568.500000,0.074438
1567.000000,0.075843
1565.500000,0.075843
1564.000000,0.075843
1562.500000,0.077949
1561.000000,0.080056
1559.500000,0.080056
1558.000000,0.080056
1556.500000,0.080056
1555.000000,0.081461
1553.500000,0.081461
1552.000000,0.082865
1550.500000,0.082865
1549.000000,0.084270
1547.500000,0.085674
1546.000000,0.085674
1544.500000,0.086376
1543.000000,0.087079
1541.500000,0.087079
1540.000000,0.087079
1538.500000,0.088483
1537.000000,0.088483
1535.500000,0.091292
1534.000000,0.091292
1532.500000,0.091292
1531.000000,0.092697
1529.500000,0.094101
1528.000000,0.092697
1526.500000,0.095506
1525.000000,0.096910
1523.500000,0.096910
1522.000000,0.099719
1520.500000,0.099719
1519.000000,0.102528
1517.500000,0.103933
1516.000000,0.105337
1514.500000,0.105337
1513.000000,0.105337
1511.500000,0.108848
1510.000000,0.112360
1508.500000,0.112360
1507.000000,0.113764
1505.500000,0.115169
1504.000000,0.117978
1502.500000,0.117978
1501.000000,0.117978
1499.500000,0.121489
1498.000000,0.125000
1496.500000,0.125000
1495.000000,0.125000
1493.500000,0.126404
1492.000000,0.127809
1490.500000,0.127809
1489.000000,0.130618
1487.500000,0.133427
1486.000000,0.133427
1484.500000,0.134831
1483.000000,0.136236
1481.500000,0.136236
1480.000000,0.136236
1478.500000,0.139045
1477.000000,0.141854
1475.500000,0.141854
1474.000000,0.143258
1472.500000,0.144663
1471.000000,0.146067
1469.500000,0.148876
1468.000000,0.150281
1466.500000,0.150281
1465.000000,0.151685
1463.500000,0.153090
1462.000000,0.153090
1460.500000,0.155899
1459.000000,0.158708
1457.500000,0.158708
1456.000000,0.160112
1454.500000,0.161517
1453.000000,0.161517
1451.500000,0.161517
1450.000000,0.164326
1448.500000,0.167135
1447.000000,0.167135
1445.500000,0.168539
1444.000000,0.169944
1442.500000,0.169944
1441.000000,0.169944
1439.500000,0.173455
1438.000000,0.176966
1436.500000,0.176966
1435.000000,0.178371
1433.500000,0.179775
1432.000000,0.181180
1430.500000,0.181180
1429.000000,0.183989
1427.500000,0.186798
1426.000000,0.186798
1424.500000,0.186798
1423.000000,0.188202
1421.500000,0.189607
1420.000000,0.189607
1418.500000,0.191479
1417.000000,0.193352
1415.500000,0.195225
1414.000000,0.195225
1412.500000,0.196629
1411.000000,0.198034
1409.500000,0.198034
1408.000000,0.198034
1406.500000,0.200843
1405.000000,0.203652
1403.500000,0.206461
1402.000000,0.206461
1400.500000,0.207865
1399.000000,0.210674
1397.500000,0.210674
1396.000000,0.212079
1394.500000,0.212079
1393.000000,0.216292
1391.500000,0.220506
1390.000000,0.220506
1388.500000,0.220506
1387.000000,0.221910
1385.500000,0.223315
1384.000000,0.223315
1382.500000,0.223315
1381.000000,0.226124
1379.500000,0.228933
1378.000000,0.228933
1376.500000,0.230337
1375.000000,0.231742
1373.500000,0.231742
1372.000000,0.231742
1370.500000,0.231742
1369.000000,0.234082
1367.500000,0.236423
1366.000000,0.238764
1364.500000,0.238764
1363.000000,0.238764
1361.500000,0.240169
1360.000000,0.240169
1358.500000,0.241573
1357.000000,0.242978
1355.500000,0.242978
1354.000000,0.247191
1352.500000,0.247191
1351.000000,0.247191
1349.500000,0.247191
1348.000000,0.247191
1346.500000,0.248596
1345.000000,0.248596
1343.500000,0.250702
1342.000000,0.252809
1340.500000,0.252809
1339.000000,0.252809
1337.500000,0.254213
1336.000000,0.254213
1334.500000,0.255618
1333.000000,0.255618
1331.500000,0.257022
1330.000000,0.257022
1328.500000,0.258427
1327.000000,0.258427
1325.500000,0.259831
1324.000000,0.259831
1322.500000,0.261236
1321.000000,0.261236
1319.500000,0.261236
1318.000000,0.262640
1316.500000,0.262640
1315.000000,0.262640
1313.500000,0.263694
1312.000000,0.264747
1310.500000,0.265801
1309.000000,0.266854
1307.500000,0.266854
1306.000000,0.266854
1304.500000,0.268258
1303.000000,0.268258
1301.500000,0.270131
1300.000000,0.272004
1298.500000,0.273876
1297.000000,0.273876
1295.500000,0.275281
1294.000000,0.275281
1292.500000,0.276685
1291.000000,0.276685
1289.500000,0.278090
1288.000000,0.279494
1286.500000,0.279494
1285.000000,0.278090
1283.500000,0.279494
1282.000000,0.279494
1280.500000,0.280899
1279.000000,0.280899
1277.500000,0.282303
1276.000000,0.282303
1274.500000,0.282303
1273.000000,0.282303
1271.500000,0.283708
1270.000000,0.283708
1268.500000,0.282303
1267.000000,0.282303
1265.500000,0.280899
1264.000000,0.280899
1262.500000,0.279494
1261.000000,0.279494
1259.500000,0.276685
1258.000000,0.273876
1256.500000,0.272472
1255.000000,0.271067
1253.500000,0.271067
1252.000000,0.257022
1250.500000,0.257022
1249.000000,0.255618
1247.500000,0.254213
1246.000000,0.245787
1244.500000,0.241573
1243.000000,0.240169
1241.500000,0.233146
1240.000000,0.227528
1238.500000,0.226124
1237.000000,0.231742
1235.500000,0.244663
1234.000000,0.257584
1232.500000,0.270506
1231.000000,0.283427
1229.500000,0.296348
1228.000000,0.316011
1226.500000,0.318820
1225.000000,0.327247
1223.500000,0.328652
1222.000000,0.337079
1220.500000,0.342697
1219.000000,0.351124
1217.500000,0.353933
1216.000000,0.366573
1214.500000,0.371489
1213.000000,0.377809
1211.500000,0.377809
1210.000000,0.386236
1208.500000,0.396004
1207.000000,0.405771
1205.500000,0.408708
1204.000000,0.411517
1202.500000,0.425562
1201.000000,0.435393
1199.500000,0.435393
1198.000000,0.445225
1196.500000,0.452247
1195.000000,0.453652
1193.500000,0.455056
1192.000000,0.456461
1190.500000,0.456461
1189.000000,0.455056
1187.500000,0.455056
1186.000000,0.445225
1184.500000,0.441011
1183.000000,0.428371
1181.500000,0.425562
1180.000000,0.418539
1178.500000,0.408708
1177.000000,0.400281
1175.500000,0.398876
1174.000000,0.394663
1172.500000,0.388202
1171.000000,0.384831
1169.500000,0.382022
1168.000000,0.380618
1166.500000,0.377809
1165.000000,0.375000
1163.500000,0.373596
1162.000000,0.370787
1160.500000,0.369382
1159.000000,0.369382
1157.500000,0.368680
1156.000000,0.367978
