FREQUENCY (cm⁻¹),ENERGY TRANSMITTED
476.923000,46.505800
477.575000,46.422600
478.227000,46.422600
478.878500,46.422600
479.530500,46.339400
480.182500,46.256200
480.834500,46.256200
481.486500,46.173000
482.138000,46.089900
482.790000,46.089900
483.442000,45.257900
484.094000,45.257900
484.746000,45.257900
485.397500,45.257900
486.049500,45.257900
486.701500,44.509200
487.353500,44.509200
488.005000,44.509200
488.657000,44.426000
489.309000,44.426000
489.961000,44.426000
490.613000,44.426000
491.264500,44.342800
491.916500,44.259600
492.568500,44.342800
493.220500,44.592300
493.872000,44.675500
494.524000,44.675500
495.176000,44.592300
495.828000,44.426000
496.480000,44.259600
497.131500,44.176400
497.783500,44.176400
498.435500,44.176400
499.087500,44.176400
499.739000,44.093200
500.391000,44.093200
501.043000,43.677200
501.695000,43.510800
502.347000,43.094800
502.998500,42.928500
503.650500,42.595700
504.302500,42.179700
504.954500,41.763700
505.606500,41.347800
506.258000,40.931800
506.910000,40.515800
507.562000,40.072100
508.214000,39.628400
508.865500,39.184700
509.517500,38.851900
510.169500,38.519100
510.821500,38.020000
511.473500,37.520800
512.125000,40.099800
512.777000,36.688900
513.429000,36.272900
514.081000,35.856900
514.732500,35.357700
515.384500,34.941800
516.036500,34.609000
516.688500,34.359400
517.340500,34.193000
517.992000,34.109800
518.644000,34.026600
519.296000,33.860200
519.948000,33.860200
520.599500,33.693800
521.251500,33.527500
521.903500,33.361100
522.555500,33.361100
523.207500,33.361100
523.859000,33.361100
524.511000,33.361100
525.163000,33.361100
525.815000,33.527500
526.467000,33.527500
527.118500,33.693800
527.770500,33.777000
528.422500,34.026600
529.074500,34.276200
529.726000,34.609000
530.378000,34.941800
531.030000,35.274500
531.682000,35.690500
532.334000,36.023300
532.985500,36.356100
533.637500,36.772000
534.289500,37.104800
534.941500,37.437600
535.593000,37.770400
536.245000,38.269600
536.897000,38.685500
537.549000,38.935100
538.201000,39.351100
538.852500,39.600700
539.504500,39.767100
540.156500,40.099800
540.808500,40.349400
541.460000,40.515800
542.112000,40.599000
542.764000,40.682200
543.416000,40.599000
544.068000,40.432600
544.719500,40.266200
545.371500,39.850200
546.023500,39.683900
546.675500,39.351100
547.327000,39.184700
547.979000,39.267900
548.631000,39.351100
549.283000,39.600700
549.935000,40.016600
550.586500,40.183000
551.238500,40.432600
551.890500,40.515800
552.542500,40.515800
553.194500,40.432600
553.846000,39.954200
554.498000,39.475900
555.150000,38.997500
555.802000,38.519100
556.453500,38.186400
557.105500,38.020000
557.757500,37.687200
558.409500,37.104800
559.061500,35.508500
559.713000,34.109800
560.365000,33.610600
561.017000,32.445900
561.669000,31.447600
562.320500,30.948400
562.972500,30.782000
563.624500,29.284500
564.276500,22.738100
564.928500,21.141800
565.580000,19.545500
566.232000,17.949300
566.884000,16.353000
567.536000,14.756700
568.187500,13.160400
568.839500,11.564100
569.491500,11.647300
570.143500,11.730400
570.795500,11.730400
571.447000,11.730400
572.099000,11.813600
572.751000,12.479200
573.403000,14.825300
574.055000,17.171400
574.706500,19.517500
575.358500,21.863600
576.010500,24.209700
576.662500,26.555700
577.314000,28.901800
577.966000,32.778700
578.618000,34.109800
579.270000,35.940100
579.922000,36.272900
580.573500,36.356100
581.225500,36.356100
581.877500,36.272900
582.529500,36.189700
583.181000,36.272900
583.833000,36.356100
584.485000,36.605700
585.137000,36.772000
585.789000,37.104800
586.440500,37.271200
587.092500,37.354400
587.744500,37.354400
588.396500,37.271200
589.048000,37.188000
589.700000,37.104800
590.352000,37.021600
591.004000,36.855200
591.656000,36.688900
592.307500,36.522500
592.959500,36.356100
593.611500,36.189700
594.263500,36.023300
594.915500,35.940100
595.567000,35.773700
596.219000,35.607300
596.871000,35.440900
597.523000,35.274500
598.174500,35.108200
598.826500,34.941800
599.478500,34.775400
600.130500,34.609000
600.782500,34.442600
601.434000,34.276200
602.086000,34.109800
602.738000,33.777000
603.390000,33.257100
604.041500,32.737100
604.693500,32.217100
605.345500,31.697200
605.997500,31.281200
606.649500,30.615600
607.301000,30.282900
607.953000,30.116500
608.605000,29.783700
609.257000,29.450900
609.908500,29.201300
610.560500,28.951700
611.212500,28.535800
611.864500,28.369400
612.516500,28.036600
613.168000,27.787000
613.820000,27.537400
614.472000,27.038300
615.124000,26.206300
615.775500,25.374400
616.427500,24.542400
617.079500,23.710500
617.731500,22.878500
618.383500,22.046600
619.035000,21.214600
619.687000,20.382700
620.339000,19.550700
620.991000,18.718800
621.643000,17.886900
622.294500,17.054900
622.946500,16.223000
623.598500,15.391000
624.250500,14.559100
624.902000,13.727100
625.554000,12.895200
626.206000,12.312800
626.858000,11.813600
627.510000,11.397700
628.161500,11.064900
628.813500,10.732100
629.465500,10.316100
630.117500,10.066600
630.769000,9.817000
631.421000,9.484200
632.073000,9.151400
632.725000,8.985000
633.377000,8.569100
634.028500,8.402700
634.680500,5.324500
635.332500,7.903500
635.984500,7.258700
636.636000,6.614000
637.288000,5.969200
637.940000,5.324500
638.592000,5.324500
639.244000,5.324500
639.895500,5.324500
640.547500,5.324500
641.199500,5.324500
641.851500,5.324500
642.503500,5.324500
643.155000,5.324500
643.807000,5.324500
644.459000,5.324500
645.111000,5.324500
645.762500,5.324500
646.414500,5.324500
647.066500,5.324500
647.718500,5.324500
648.370500,5.324500
649.022000,5.324500
649.674000,5.324500
650.326000,5.324500
650.978000,5.241300
651.629500,5.241300
652.281500,6.239600
652.933500,6.239600
653.585500,6.239600
654.237500,6.239600
654.889000,7.321100
655.541000,7.321100
656.193000,7.653900
656.845000,9.151400
657.496500,5.241300
658.148500,5.241300
658.800500,5.241300
659.452500,5.241300
660.104500,5.241300
660.756000,5.241300
661.408000,5.241300
662.060000,5.241300
662.712000,5.241300
663.364000,2.995000
664.015500,2.995000
664.667500,2.995000
665.319500,2.995000
665.971500,2.828600
666.623000,5.241300
667.275000,5.241300
667.927000,5.241300
668.579000,5.241300
669.231000,5.241300
669.882500,5.241300
670.534500,5.241300
671.186500,5.241300
671.838500,5.324500
672.490000,5.324500
673.142000,2.828600
673.794000,5.906800
674.446000,5.990000
675.098000,5.906800
675.749500,5.823600
676.401500,5.823600
677.053500,5.823600
677.705500,5.574000
678.357000,5.574000
679.009000,5.574000
679.661000,5.574000
680.313000,5.574000
680.965000,5.574000
681.616500,5.574000
682.268500,5.574000
682.920500,5.574000
683.572500,5.574000
684.224500,3.161400
684.876000,3.161400
685.528000,3.161400
686.180000,2.995000
686.832000,5.574000
687.483500,5.574000
688.135500,5.574000
688.787500,5.574000
689.439500,5.324500
690.091500,5.324500
690.743000,5.324500
691.395000,5.324500
692.047000,5.324500
692.699000,5.324500
693.350500,5.324500
694.002500,5.324500
694.654500,5.324500
695.306500,5.324500
695.958500,5.241300
696.610000,5.241300
697.262000,5.241300
697.914000,5.241300
698.566000,5.241300
699.217500,5.241300
699.869500,5.324500
700.521500,5.324500
701.173500,5.324500
701.825500,5.241300
702.477000,5.241300
703.129000,5.241300
703.781000,5.241300
704.433000,5.241300
705.084500,5.241300
705.736500,5.241300
706.388500,5.241300
707.040500,5.241300
707.692500,5.241300
708.344000,5.241300
708.996000,5.324500
709.648000,5.324500
710.300000,5.324500
710.952000,5.241300
711.603500,5.241300
712.255500,5.241300
712.907500,5.241300
713.559500,5.241300
714.211000,5.241300
714.863000,5.241300
715.515000,5.241300
716.167000,5.241300
716.819000,5.324500
717.470500,5.574000
718.122500,5.574000
718.774500,5.574000
719.426500,5.574000
720.078000,5.574000
720.730000,5.574000
721.382000,5.574000
722.034000,5.574000
722.686000,5.574000
723.337500,5.574000
723.989500,5.574000
724.641500,5.574000
725.293500,5.574000
725.945000,5.574000
726.597000,5.574000
727.249000,5.574000
727.901000,5.574000
728.553000,5.574000
729.204500,5.574000
729.856500,5.574000
730.508500,5.574000
731.160500,5.574000
731.812500,5.574000
732.464000,5.574000
733.116000,5.574000
733.768000,5.574000
734.420000,5.574000
735.071500,5.574000
735.723500,5.574000
736.375500,5.574000
737.027500,5.574000
737.679500,5.823600
738.331000,5.574000
738.983000,5.574000
739.635000,5.574000
740.287000,5.574000
740.938500,5.574000
741.590500,5.574000
742.242500,5.241300
742.894500,5.241300
743.546500,5.241300
744.198000,5.324500
744.850000,5.324500
745.502000,5.324500
746.154000,5.324500
746.805500,5.324500
747.457500,5.324500
748.109500,5.324500
748.761500,5.324500
749.413500,5.324500
750.065000,5.324500
750.717000,5.324500
751.369000,5.324500
752.021000,5.324500
752.673000,5.241300
753.324500,5.241300
753.976500,5.241300
754.628500,5.241300
755.280500,5.241300
755.932000,5.241300
756.584000,3.161400
757.236000,3.161400
757.888000,3.161400
758.540000,3.327800
759.191500,5.241300
759.843500,5.241300
760.495500,5.241300
761.147500,5.241300
761.799000,5.324500
762.451000,5.324500
763.103000,5.574000
763.755000,5.823600
764.407000,5.823600
765.058500,5.906800
765.710500,3.327800
766.362500,3.161400
767.014500,5.823600
767.666000,5.823600
768.318000,5.823600
768.970000,5.574000
769.622000,5.574000
770.274000,5.574000
770.925500,5.574000
771.577500,5.574000
772.229500,5.574000
772.881500,5.574000
773.533000,5.574000
774.185000,5.574000
774.837000,3.161400
775.489000,3.161400
776.141000,3.161400
776.792500,3.161400
777.444500,2.995000
778.096500,5.574000
778.748500,5.574000
779.400500,5.574000
780.052000,5.574000
780.704000,5.574000
781.356000,5.574000
782.008000,5.574000
782.659500,5.574000
783.311500,5.574000
783.963500,5.574000
784.615500,5.574000
785.267500,5.574000
785.919000,5.574000
786.571000,5.574000
787.223000,5.574000
787.875000,5.574000
788.526500,5.574000
789.178500,5.574000
789.830500,5.574000
790.482500,5.574000
791.134500,5.574000
791.786000,5.574000
792.438000,5.574000
793.090000,5.574000
793.742000,5.574000
794.393500,5.574000
795.045500,5.574000
795.697500,5.324500
796.349500,5.324500
797.001500,5.574000
797.653000,5.574000
798.305000,5.574000
798.957000,5.574000
799.609000,5.324500
800.261000,5.574000
800.912500,5.574000
801.564500,5.324500
802.216500,5.324500
802.868500,5.324500
803.520000,5.324500
804.172000,5.324500
804.824000,5.324500
805.476000,5.324500
806.128000,5.574000
806.779500,5.574000
807.431500,5.574000
808.083500,5.823600
808.735500,5.574000
809.387000,5.574000
810.039000,5.574000
810.691000,5.574000
811.343000,5.574000
811.995000,5.574000
812.646500,5.574000
813.298500,5.574000
813.950500,5.574000
814.602500,5.574000
815.254000,5.574000
815.906000,5.574000
816.558000,5.574000
817.210000,5.574000
817.862000,5.574000
818.513500,5.574000
819.165500,5.574000
819.817500,5.574000
820.469500,5.574000
821.121500,5.574000
821.773000,5.574000
822.425000,5.574000
823.077000,5.574000
823.729000,5.574000
824.380500,5.574000
825.032500,5.574000
825.684500,5.574000
826.336500,5.574000
826.988500,5.574000
827.640000,5.574000
828.292000,5.574000
828.944000,5.574000
829.596000,5.574000
830.247500,5.574000
830.899500,5.574000
831.551500,5.574000
832.203500,5.574000
832.855500,5.574000
833.507000,5.574000
834.159000,5.574000
834.811000,5.574000
835.463000,5.574000
836.114500,5.574000
836.766500,5.574000
837.418500,5.574000
838.070500,5.574000
838.722500,5.574000
839.374000,5.574000
840.026000,5.574000
840.678000,5.574000
841.330000,5.574000
841.981500,5.574000
842.633500,5.574000
843.285500,5.574000
843.937500,5.574000
844.589500,5.574000
845.241000,5.574000
845.893000,2.828600
846.545000,2.662200
847.197000,5.574000
847.849000,5.574000
848.500500,2.828600
849.152500,5.574000
849.804500,5.574000
850.456500,5.574000
851.108000,5.574000
851.760000,5.823600
852.412000,5.823600
853.064000,5.906800
853.716000,5.906800
854.367500,5.906800
855.019500,3.161400
855.671500,3.327800
856.323500,3.327800
856.975000,3.327800
857.627000,3.327800
858.279000,3.161400
858.931000,5.906800
859.583000,5.906800
860.234500,5.906800
860.886500,5.906800
861.538500,5.768200
862.190500,5.768200
862.842000,5.768200
863.494000,5.768200
864.146000,5.768200
864.798000,5.768200
865.450000,5.768200
866.101500,3.327800
866.753500,3.327800
867.405500,3.327800
868.057500,3.161400
868.709500,2.995000
869.361000,2.828600
870.013000,5.768200
870.665000,5.768200
871.317000,5.768200
871.968500,5.768200
872.620500,5.768200
873.272500,5.906800
873.924500,5.906800
874.576500,5.768200
875.228000,5.768200
875.880000,5.768200
876.532000,5.768200
877.184000,5.768200
877.835500,5.657200
878.487500,5.657200
879.139500,5.657200
879.791500,5.657200
880.443500,5.546300
881.095000,5.546300
881.747000,5.546300
882.399000,5.546300
883.051000,5.546300
883.702500,5.546300
884.354500,5.657200
885.006500,5.657200
885.658500,5.657200
886.310500,5.546300
886.962000,5.546300
887.614000,5.546300
888.266000,5.546300
888.918000,5.546300
889.570000,5.546300
890.221500,5.546300
890.873500,5.546300
891.525500,5.546300
892.177500,5.546300
892.829000,5.546300
893.481000,5.546300
894.133000,5.546300
894.785000,5.546300
895.437000,5.546300
896.088500,5.546300
896.740500,5.657200
897.392500,5.768200
898.044500,5.865200
898.696000,13.477500
899.348000,86.356100
