FREQUENCY (cm⁻¹),ENERGY TRANSMITTED
401.955500,5.158100
402.607500,49.417600
403.259500,49.750400
403.911500,49.750400
404.563000,49.750400
405.215000,49.667200
405.867000,49.584000
406.519000,49.584000
407.171000,49.584000
407.822500,49.500800
408.474500,49.500800
409.126500,49.084900
409.778500,49.084900
410.430000,49.001700
411.082000,48.918500
411.734000,48.835300
412.386000,44.342800
413.038000,42.096500
413.689500,42.262900
414.341500,42.262900
414.993500,42.096500
415.645500,41.264600
416.297500,41.098200
416.949000,41.098200
417.601000,41.098200
418.253000,41.098200
418.905000,41.098200
419.556500,40.865200
420.208500,40.549100
420.860500,40.232900
421.512500,39.916800
422.164500,39.600700
422.816000,43.677200
423.468000,46.173000
424.120000,46.173000
424.772000,46.089900
425.423500,46.089900
426.075500,45.673900
426.727500,45.174700
427.379500,45.174700
428.031500,45.174700
428.683000,44.259600
429.335000,44.259600
429.987000,44.176400
430.639000,43.344400
431.290500,43.011600
431.942500,43.011600
432.594500,42.845300
433.246500,42.595700
433.898500,43.178000
434.550000,41.597300
435.202000,41.347800
435.854000,41.181400
436.506000,40.931800
437.158000,40.765400
437.809500,40.599000
438.461500,41.015000
439.113500,41.430900
439.765500,41.846900
440.417000,41.763700
441.069000,41.763700
441.721000,40.931800
442.373000,40.931800
443.025000,40.931800
443.676500,40.931800
444.328500,39.600700
444.980500,39.434300
445.632500,39.018300
446.284000,39.018300
446.936000,38.851900
447.588000,38.851900
448.240000,38.685500
448.892000,38.602300
449.543500,40.432600
450.195500,40.432600
450.847500,40.432600
451.499500,40.432600
452.151000,40.432600
452.803000,40.349400
453.455000,40.183000
454.107000,40.183000
454.759000,40.099800
455.410500,39.850200
456.062500,39.600700
456.714500,39.517500
457.366500,39.184700
458.018500,38.768700
458.670000,38.768700
459.322000,38.768700
459.974000,38.768700
460.626000,38.768700
461.277500,38.851900
461.929500,38.851900
462.581500,38.851900
463.233500,39.517500
463.885500,39.767100
464.537000,40.266200
465.189000,40.432600
465.841000,41.347800
466.493000,41.514100
467.144500,42.013300
467.796500,42.503200
468.448500,42.803700
469.100500,43.427600
469.752500,43.594000
470.404000,44.342800
471.056000,44.509200
471.708000,44.758700
472.360000,45.341100
473.011500,45.590700
473.663500,45.923500
474.315500,46.089900
474.967500,46.089900
475.619500,46.297800
476.271000,46.505800
