frequency (cm^-1),energy transmitted
900.000000,0.889587
899.269600,0.889587
898.539200,0.889587
897.808800,0.889587
897.078400,0.889587
896.348000,0.889587
895.617600,0.890485
894.887200,0.890485
894.156800,0.890485
893.426400,0.890485
892.696000,0.890485
891.965600,0.890485
891.235200,0.890485
890.504800,0.890485
889.774400,0.890485
889.044000,0.890485
888.313600,0.890485
887.583200,0.890485
886.852800,0.889587
886.122400,0.889587
885.392000,0.889587
884.661600,0.889587
883.931200,0.889587
883.200800,0.889587
882.469850,0.887792
881.739450,0.887792
881.009050,0.887792
880.278650,0.887792
879.548250,0.887792
878.817850,0.887792
878.087450,0.887792
877.357050,0.887792
876.626650,0.886894
875.896250,0.885996
875.165850,0.885996
874.435450,0.885996
873.705050,0.885996
872.974650,0.885996
872.244250,0.885996
871.513850,0.885996
870.783450,0.885996
870.053050,0.885996
869.322650,0.885996
868.592250,0.885996
867.861850,0.885996
867.131450,0.885996
866.401050,0.885996
865.670650,0.885996
864.940250,0.885996
864.209850,0.885996
863.479450,0.885996
862.749050,0.885996
862.018650,0.885099
861.288250,0.884201
860.557850,0.884201
859.827450,0.884201
859.097050,0.884201
858.366650,0.883303
857.636250,0.881508
856.905850,0.880610
856.175450,0.881508
855.445050,0.882406
854.714650,0.880610
853.984250,0.880610
853.253850,0.880610
852.523450,0.880610
851.793050,0.880610
851.062650,0.879713
850.332250,0.878815
849.601850,0.878815
848.871450,0.878815
848.140500,0.878815
847.410100,0.878815
846.679700,0.877917
845.949300,0.877917
845.218900,0.877917
844.488500,0.877020
843.758100,0.877020
843.027700,0.877020
842.297300,0.877020
841.566900,0.877020
840.836500,0.877020
840.106100,0.877020
839.375700,0.877020
838.645300,0.876122
837.914900,0.875224
837.184500,0.875224
836.454100,0.875224
835.723700,0.875224
834.993300,0.875224
834.262900,0.875224
833.532500,0.875224
832.802100,0.875224
832.071700,0.875224
831.341300,0.875224
830.610900,0.875224
829.880500,0.876122
829.150100,0.876122
828.419700,0.876122
827.689300,0.876122
826.958900,0.876122
826.228500,0.877020
825.498100,0.877020
824.767700,0.877020
824.037300,0.877020
823.306900,0.877020
822.576500,0.877020
821.846100,0.877020
821.115700,0.877020
820.385300,0.877020
819.654900,0.877020
818.924500,0.877020
818.194100,0.877020
817.463700,0.877917
816.733300,0.878815
816.002900,0.878815
815.272500,0.880610
814.542100,0.880610
813.811150,0.881508
813.080750,0.882406
812.350350,0.883303
811.619950,0.885099
810.889550,0.885099
810.159150,0.886894
809.428750,0.887792
808.698350,0.888689
807.967950,0.889587
807.237550,0.890485
806.507150,0.890485
805.776750,0.891382
805.046350,0.893178
804.315950,0.893178
803.585550,0.893178
802.855150,0.893178
802.124750,0.893178
801.394350,0.893178
800.663950,0.892280
799.933550,0.892280
799.203150,0.892280
798.472750,0.892280
797.742350,0.891382
797.011950,0.891382
796.281550,0.891382
795.551150,0.891382
794.820750,0.891382
794.090350,0.891382
793.359950,0.891382
792.629550,0.890485
791.899150,0.890485
791.168750,0.890485
790.438350,0.890485
789.707950,0.890485
788.977550,0.890485
788.247150,0.890485
787.516750,0.890485
786.786350,0.890485
786.055950,0.890485
785.325550,0.890485
784.595150,0.889587
783.864750,0.889587
783.134350,0.915619
782.403950,0.915619
781.673550,0.914722
780.943150,0.914722
780.212750,0.914722
779.481800,0.914722
778.751400,0.915171
778.021000,0.915619
777.290600,0.915619
776.560200,0.914722
775.829800,0.914722
775.099400,0.914722
774.369000,0.914722
773.638600,0.915619
772.908200,0.916517
772.177800,0.916517
771.447400,0.916517
770.717000,0.916517
769.986600,0.916517
769.256200,0.917415
768.525800,0.918312
