x,y
900.000000,0.926126
899.207400,0.926126
898.414800,0.926577
897.622200,0.927027
896.829600,0.927027
896.037000,0.927027
895.244400,0.926126
894.451800,0.926126
893.659200,0.926126
892.866600,0.926126
892.074000,0.925225
891.281400,0.924324
890.488800,0.925225
889.696200,0.925225
888.903600,0.924024
888.111000,0.922823
887.318400,0.921622
886.525800,0.921622
885.733200,0.921622
884.940600,0.921622
884.148000,0.921622
883.355400,0.920420
882.562800,0.919219
881.770200,0.918018
880.977600,0.918018
880.185000,0.918018
879.392400,0.918018
878.599800,0.918018
877.807200,0.918018
877.014600,0.918018
876.222000,0.918018
875.429400,0.918018
874.636800,0.918018
873.844200,0.917117
873.051600,0.918018
872.259000,0.917117
871.466400,0.917117
870.673800,0.915315
869.881200,0.915315
869.088600,0.915315
868.296000,0.915315
867.503400,0.915315
866.710800,0.915315
865.918200,0.885586
865.125600,0.911712
864.333000,0.911712
863.540400,0.910811
862.747800,0.910811
861.955200,0.910811
861.162600,0.910811
860.370000,0.911712
859.577400,0.911712
858.784800,0.885586
857.992200,0.909009
857.199600,0.909009
856.407000,0.908108
855.614400,0.908108
854.821800,0.908108
854.029200,0.908108
853.236600,0.881081
852.444000,0.880180
851.651400,0.907207
850.858800,0.907207
850.066200,0.906306
849.273600,0.906306
848.481000,0.907207
847.688400,0.907207
846.895800,0.880180
846.103200,0.907207
845.310600,0.907207
844.518000,0.906306
843.725400,0.907207
842.932800,0.907207
842.140200,0.907207
841.347600,0.907207
840.555000,0.907207
839.762400,0.907207
838.969800,0.907207
838.177200,0.907207
837.384600,0.907207
836.592000,0.876577
835.799400,0.904505
835.006800,0.904505
834.214200,0.903604
833.421600,0.903604
832.629000,0.903604
831.836400,0.900901
831.043800,0.900901
830.251200,0.900000
829.458600,0.900000
828.666000,0.900000
827.873400,0.900000
827.080800,0.904505
826.288200,0.904505
825.495600,0.905405
824.703000,0.906306
823.910400,0.906306
823.117800,0.906306
822.325200,0.908559
821.532600,0.910811
820.740000,0.910811
819.947400,0.911712
819.154800,0.911712
818.362200,0.911712
817.569600,0.915315
816.777000,0.915315
815.984400,0.914414
815.191800,0.915315
814.399200,0.915315
813.606600,0.915315
812.814000,0.916667
812.021400,0.918018
811.228800,0.918018
810.436200,0.917117
809.643600,0.917117
808.851000,0.918018
808.058400,0.918018
807.265800,0.918619
806.473200,0.919219
805.680600,0.919820
804.888000,0.919820
804.095400,0.918919
803.302800,0.918919
802.510200,0.918018
801.717600,0.918018
800.925000,0.918018
800.132400,0.918018
799.339200,0.918018
798.546600,0.917117
797.754000,0.918018
796.961400,0.918018
796.168800,0.918018
795.376200,0.892793
794.583600,0.917117
793.791000,0.917117
792.998400,0.916216
792.205800,0.916216
791.413200,0.916216
790.620600,0.916216
789.828000,0.916216
789.035400,0.891892
788.242800,0.915315
787.450200,0.915315
786.657600,0.914414
785.865000,0.914414
785.072400,0.914414
784.279800,0.915315
783.487200,0.916216
782.694600,0.916216
781.902000,0.916216
781.109400,0.916216
780.316800,0.916216
779.524200,0.916517
778.731600,0.916817
777.939000,0.917117
777.146400,0.917117
776.353800,0.916216
775.561200,0.916216
774.768600,0.916216
773.976000,0.916216
773.183400,0.889189
772.390800,0.889189
771.598200,0.888288
770.805600,0.887387
770.013000,0.887387
769.220400,0.886486
768.427800,0.885586
767.635200,0.885586
766.842600,0.884685
766.050000,0.883784
765.257400,0.883784
764.464800,0.883784
763.672200,0.881982
762.879600,0.881982
762.087000,0.881982
761.294400,0.881081
760.501800,0.880180
759.709200,0.880180
758.916600,0.878378
758.124000,0.878378
757.331400,0.878378
756.538800,0.877477
755.746200,0.877477
754.953600,0.877477
754.161000,0.877477
753.368400,0.877477
752.575800,0.878378
751.783200,0.879279
750.990600,0.880180
750.198000,0.881081
749.405400,0.882883
748.612800,0.883784
747.820200,0.884685
747.027600,0.885586
746.235000,0.887387
745.442400,0.888288
744.649800,0.889189
743.857200,0.890090
743.064600,0.890991
742.272000,0.892793
741.479400,0.894595
740.686800,0.895495
739.894200,0.897297
739.101600,0.898198
738.309000,0.900000
737.516400,0.900000
736.723800,0.901802
735.931200,0.901802
735.138600,0.901802
734.346000,0.903604
733.553400,0.903604
732.760800,0.903604
731.968200,0.903604
731.175600,0.904505
730.383000,0.904505
729.590400,0.904505
728.797800,0.905405
728.005200,0.905405
727.212600,0.905405
726.420000,0.905405
725.627400,0.905405
724.834800,0.906306
724.042200,0.906306
723.249600,0.907207
722.457000,0.907207
721.664400,0.907207
720.871800,0.907207
720.079200,0.908108
719.286600,0.908108
718.494000,0.907207
717.701400,0.907207
716.908800,0.907207
716.116200,0.905405
715.323600,0.905405
714.531000,0.903604
713.738400,0.901802
712.945800,0.900000
712.153200,0.899099
711.360600,0.897297
710.568000,0.896396
709.775400,0.893694
708.982800,0.890991
708.190200,0.888288
707.397600,0.885586
706.605000,0.879279
705.812400,0.863964
705.019800,0.848649
704.227200,0.833333
703.434600,0.818018
702.642000,0.802703
701.849400,0.787387
701.056800,0.772072
700.264200,0.756757
699.471600,0.741441
698.679000,0.745045
697.886400,0.750450
697.093800,0.751351
696.301200,0.745045
695.508600,0.754955
694.716000,0.781757
693.923400,0.800113
693.130800,0.818468
692.338200,0.836824
691.545600,0.855180
690.753000,0.873874
689.960400,0.891892
689.167800,0.895495
688.375200,0.899099
687.582600,0.901802
686.790000,0.905405
685.997400,0.906306
685.204800,0.907207
684.412200,0.909009
683.619600,0.909009
682.827000,0.910811
682.034400,0.910811
681.241800,0.910811
680.449200,0.911712
679.656600,0.911712
678.864000,0.912613
678.071400,0.912613
677.278800,0.912613
676.486200,0.912613
675.693600,0.913514
674.901000,0.913514
674.108400,0.914414
673.315800,0.914414
672.523200,0.915315
671.730600,0.915315
670.938000,0.916216
670.145400,0.916216
669.352800,0.917117
668.560200,0.917117
667.767600,0.917117
666.975000,0.917117
666.182400,0.918018
665.389800,0.918018
664.597200,0.918018
663.804600,0.918018
663.012000,0.918018
662.219400,0.918018
661.426800,0.917117
660.634200,0.917117
659.841600,0.916216
659.049000,0.916216
658.256400,0.915315
657.463800,0.915315
656.671200,0.914414
655.878600,0.914414
655.086000,0.912613
654.293400,0.912613
653.500800,0.910811
652.708200,0.910811
651.915600,0.909009
651.123000,0.908108
650.330400,0.907207
649.537800,0.905405
648.745200,0.903604
647.952600,0.901802
647.160000,0.900901
646.367400,0.898198
645.574800,0.895495
644.782200,0.893694
643.989600,0.890090
643.197000,0.887387
642.404400,0.882883
641.611800,0.879279
640.819200,0.875676
640.026600,0.871171
639.234000,0.868468
638.441400,0.864865
637.648800,0.860360
636.856200,0.855856
636.063600,0.853153
635.271000,0.847748
634.478400,0.840541
633.685800,0.833333
632.893200,0.827928
632.100600,0.806757
631.308000,0.785586
630.515400,0.818018
629.722800,0.956757
628.930200,0.954955
628.137600,0.945946
627.345000,0.944144
626.552400,0.881081
625.759800,0.850450
624.967200,0.810811
624.174600,0.810811
623.382000,0.790991
622.589400,0.771171
621.796800,0.751351
621.004200,0.731532
620.211600,0.711712
619.419000,0.691892
618.626400,0.666924
617.833800,0.641956
617.041200,0.616988
616.248600,0.592021
615.456000,0.567053
614.663400,0.542085
613.870800,0.517117
613.078200,0.516216
612.285600,0.516216
611.493000,0.519820
610.700400,0.523423
609.907800,0.554234
609.115200,0.585045
608.322600,0.615856
607.530000,0.646667
606.737400,0.677477
605.944800,0.677477
605.152200,0.671171
604.359600,0.687439
603.567000,0.703707
602.774400,0.719974
601.981800,0.736242
601.189200,0.752510
600.396600,0.768777
599.603400,0.785045
598.810800,0.801313
598.018200,0.818018
597.225600,0.833848
596.433000,0.850116
595.640400,0.866384
594.847800,0.882651
594.055200,0.898919
593.262600,0.891892
592.470000,0.910711
591.677400,0.912999
590.884800,0.920721
590.092200,0.926126
589.299600,0.926126
588.507000,0.927928
587.714400,0.931532
586.921800,0.933333
586.129200,0.934234
585.336600,0.936036
584.544000,0.936036
583.751400,0.941441
582.958800,0.941441
582.166200,0.941441
581.373600,0.941441
580.581000,0.941441
579.788400,0.916216
578.995800,0.948649
578.203200,0.948649
577.410600,0.949550
576.618000,0.949550
575.825400,0.949550
575.032800,0.953153
574.240200,0.953153
573.447600,0.953153
572.655000,0.954054
571.862400,0.954054
571.069800,0.945946
570.277200,0.946847
569.484600,0.951051
568.692000,0.953153
567.899400,0.953153
567.106800,0.954054
566.314200,0.953153
565.521600,0.952252
564.729000,0.952252
563.936400,0.960360
563.143800,0.956757
562.351200,0.956757
561.558600,0.957658
560.766000,0.957658
559.973400,0.956757
559.180800,0.956757
558.388200,0.957658
557.595600,0.958559
556.803000,0.958559
556.010400,0.959459
555.217800,0.959459
554.425200,0.958559
553.632600,0.957658
552.840000,0.957658
552.047400,0.959459
551.254800,0.960360
550.462200,0.960360
549.669600,0.960360
548.877000,0.960360
548.084400,0.959459
547.291800,0.959459
546.499200,0.959459
545.706600,0.960360
544.914000,0.960360
544.121400,0.959459
543.328800,0.958559
542.536200,0.958559
541.743600,0.958559
540.951000,0.959459
540.158400,0.959459
539.365800,0.959459
538.573200,0.959459
537.780600,0.958559
536.988000,0.958559
536.195400,0.958559
535.402800,0.957658
534.610200,0.958559
533.817600,0.958559
533.025000,0.958559
532.232400,0.958559
531.439800,0.957658
