x,y
1750.000000,0.264392
1749.123600,0.265458
1748.247900,0.265458
1747.371500,0.266525
1746.495800,0.267591
1745.619400,0.267591
1744.743700,0.267591
1743.867300,0.269723
1742.990900,0.271855
1742.115200,0.271855
1741.238800,0.272921
1740.363100,0.272921
1739.486700,0.273987
1738.611000,0.273987
1737.734600,0.273987
1736.858900,0.275409
1735.982500,0.276830
1735.106100,0.278252
1734.230400,0.278252
1733.354000,0.278252
1732.478300,0.280384
1731.601900,0.307036
1730.726200,0.307036
1729.849800,0.308102
1728.973400,0.305970
1728.097700,0.304904
1727.221300,0.302772
1726.345600,0.301706
1725.469200,0.302772
1724.593500,0.302772
1723.717100,0.302772
1722.841400,0.299840
1721.965000,0.296908
1721.088600,0.293977
1720.212900,0.291045
1719.336500,0.291045
1718.460800,0.291045
1717.584400,0.293177
1716.708700,0.293177
1715.832300,0.293177
1714.955900,0.294243
1714.080200,0.294243
1713.203800,0.295842
1712.328100,0.297441
1711.451700,0.297441
1710.576000,0.296375
1709.699600,0.297441
1708.823200,0.297441
1707.947500,0.297441
1707.071100,0.298507
1706.195400,0.298507
1705.319000,0.299574
1704.443300,0.300640
1703.566900,0.301706
1702.691200,0.301706
1701.814800,0.301706
1700.938400,0.301706
1700.062700,0.301706
1699.186300,0.302416
1698.310600,0.303127
1697.434200,0.303838
1696.558500,0.303838
1695.682100,0.304904
1694.805700,0.304904
1693.930000,0.304904
1693.053600,0.306503
1692.177900,0.308102
1691.301500,0.308102
1690.425800,0.308102
1689.549400,0.308102
1688.673000,0.309168
1687.797300,0.309168
1686.920900,0.310235
1686.045200,0.310235
1685.168800,0.311301
1684.293100,0.312367
1683.416700,0.312367
1682.541000,0.312900
1681.664600,0.313433
1680.788200,0.313433
1679.912500,0.313433
1679.036100,0.314499
1678.160400,0.314499
1677.284000,0.316631
1676.408300,0.316631
1675.531900,0.316631
1674.655500,0.317697
1673.779800,0.318763
1672.903400,0.317697
1672.027700,0.319829
1671.151300,0.320896
1670.275600,0.320896
1669.399200,0.323028
1668.523500,0.323028
1667.647100,0.325160
1666.770700,0.326226
1665.895000,0.327292
1665.018600,0.327292
1664.142900,0.327292
1663.266500,0.329957
1662.390800,0.332623
1661.514400,0.332623
1660.638000,0.333689
1659.762300,0.334755
1658.885900,0.336887
1658.010200,0.336887
1657.133800,0.336887
1656.258100,0.339552
1655.381700,0.342217
1654.505300,0.342217
