x,y
900.000000,0.418149
899.268500,0.418149
898.537000,0.418149
897.806050,0.418149
897.074550,0.418149
896.343050,0.418149
895.611550,0.417260
894.880050,0.417260
894.149100,0.416370
893.417600,0.416370
892.686100,0.415480
891.954600,0.415480
891.223650,0.415480
890.492150,0.414591
889.760650,0.413701
889.029150,0.368327
888.297650,0.368327
887.566700,0.368327
886.835200,0.367438
886.103700,0.411032
885.372200,0.411032
884.640700,0.411032
883.909750,0.410142
883.178250,0.410142
882.446750,0.410142
881.715250,0.409253
880.984300,0.408363
880.252800,0.408363
879.521300,0.408363
878.789800,0.406584
878.058300,0.406584
877.327350,0.433274
876.595850,0.433274
875.864350,0.432384
875.132850,0.432384
874.401350,0.422598
873.670400,0.422598
872.938900,0.422598
872.207400,0.422598
871.475900,0.412811
870.744950,0.412811
870.013450,0.411922
869.281950,0.411922
868.550450,0.404804
867.818950,0.404804
867.088000,0.403025
866.356500,0.401246
865.625000,0.401246
864.893500,0.384342
864.162000,0.381673
863.431050,0.379893
862.699550,0.377224
861.968050,0.375445
861.236550,0.373665
860.505050,0.388790
859.774100,0.388790
859.042600,0.387011
858.311100,0.386121
857.579600,0.386121
856.848650,0.377224
856.117150,0.377224
855.385650,0.377224
854.654150,0.377224
853.922650,0.362989
853.191700,0.361210
852.460200,0.356762
851.728700,0.356762
850.997200,0.354982
850.265700,0.354982
849.534750,0.353203
848.803250,0.352313
848.071750,0.371886
847.340250,0.371886
846.609300,0.371886
845.877800,0.371886
845.146300,0.371886
844.414800,0.370996
843.683300,0.369217
842.952350,0.369217
842.220850,0.368327
841.489350,0.365658
840.757850,0.362989
840.026350,0.362100
839.295400,0.354093
838.563900,0.354093
837.832400,0.354093
837.100900,0.354093
836.369950,0.354093
835.638450,0.354093
834.906950,0.354982
834.175450,0.354982
833.443950,0.354982
832.713000,0.364769
831.981500,0.364769
831.250000,0.378114
830.518500,0.378114
829.787000,0.381673
829.056050,0.383452
828.324550,0.398577
827.593050,0.394029
826.861550,0.397242
826.130050,0.410142
825.399100,0.410142
824.667600,0.421708
823.936100,0.415480
823.204600,0.418149
822.473650,0.430605
821.742150,0.430605
821.010650,0.430605
820.279150,0.432384
819.547650,0.432384
818.816700,0.434609
818.085200,0.436833
817.353700,0.436833
816.622200,0.435943
815.890700,0.435943
815.159750,0.435943
814.428250,0.435053
813.696750,0.434164
812.965250,0.434164
812.234300,0.433274
811.502800,0.432384
810.771300,0.432384
810.039800,0.423488
809.308300,0.423488
808.577350,0.423488
807.845850,0.423488
807.114350,0.423488
806.382850,0.415480
805.651350,0.415480
804.920400,0.415480
804.188900,0.414591
803.457400,0.414591
802.725900,0.414591
801.994950,0.414591
801.263450,0.413701
800.531950,0.412811
799.800450,0.413701
799.068950,0.416370
798.338000,0.417260
797.606500,0.417260
796.875000,0.416370
796.143500,0.414591
795.412000,0.412811
794.681050,0.411922
793.949550,0.411922
793.218050,0.411922
792.486550,0.411922
791.755050,0.411032
791.024100,0.411032
790.292600,0.400356
789.561100,0.400356
788.829600,0.400356
788.098650,0.398577
787.367150,0.390569
786.635650,0.390569
785.904150,0.389680
785.172650,0.388790
784.441700,0.379004
783.710200,0.379004
782.978700,0.378114
782.247200,0.378114
781.515700,0.358541
780.784750,0.354982
780.053250,0.351423
779.321750,0.346085
778.590250,0.340747
777.859300,0.337189
777.127800,0.331851
776.396300,0.327402
775.664800,0.322954
774.933300,0.317616
774.202350,0.313167
773.470850,0.309609
772.739350,0.306940
772.007850,0.305160
771.276350,0.304270
770.545400,0.303381
769.813900,0.301601
769.082400,0.301601
768.350900,0.299822
767.619950,0.298043
766.888450,0.296263
766.156950,0.296263
765.425450,0.296263
764.693950,0.296263
763.963000,0.296263
763.231500,0.296263
762.500000,0.298043
761.768500,0.298043
761.037000,0.299822
760.306050,0.300712
759.574550,0.303381
758.843050,0.306050
758.111550,0.309609
757.380050,0.313167
756.649100,0.316726
755.917600,0.321174
755.186100,0.324733
754.454600,0.328292
753.723650,0.332740
752.992150,0.336299
752.260650,0.339858
751.529150,0.343416
750.797650,0.348754
750.066700,0.353203
749.335200,0.355872
748.603700,0.360320
747.872200,0.362989
747.140700,0.364769
746.409750,0.368327
745.678250,0.370996
744.946750,0.372776
744.215250,0.373665
743.484300,0.374555
742.752800,0.373665
742.021300,0.371886
741.289800,0.370107
740.558300,0.365658
739.827350,0.363879
739.095850,0.360320
738.364350,0.358541
737.632850,0.359431
736.901350,0.360320
736.170400,0.362989
735.438900,0.367438
734.707400,0.369217
733.975900,0.371886
733.244950,0.372776
732.513450,0.372776
731.781950,0.371886
731.050450,0.362989
730.318950,0.361210
729.588000,0.358541
728.856500,0.351423
728.125000,0.347865
727.393500,0.346085
726.662000,0.342527
725.931050,0.336299
725.199550,0.330071
724.468050,0.322064
723.736550,0.312278
723.005050,0.303381
722.274100,0.290925
721.542600,0.285587
720.811100,0.290036
720.079600,0.265125
719.348650,0.217972
718.617150,0.202847
717.885650,0.191281
717.154150,0.175267
716.422650,0.159507
715.691700,0.143747
714.960200,0.127987
714.228700,0.112227
713.497200,0.096467
712.765700,0.080707
712.034750,0.064947
711.303250,0.064947
710.571750,0.065836
709.840250,0.072954
709.109300,0.087189
708.377800,0.115658
707.646300,0.144128
706.914800,0.166370
706.183300,0.226957
705.452350,0.254558
704.720850,0.272242
703.989350,0.306940
703.257850,0.315836
702.526350,0.323843
701.795400,0.327402
701.063900,0.328292
700.332400,0.328292
699.600900,0.327402
698.869950,0.326512
698.138450,0.327402
697.406950,0.328292
696.675450,0.330961
695.943950,0.332740
695.213000,0.336299
694.481500,0.338078
693.750000,0.338968
693.018500,0.338968
692.287000,0.338078
691.556050,0.337189
690.824550,0.336299
690.093050,0.335409
689.361550,0.333630
688.630050,0.331851
687.899100,0.330071
687.167600,0.328292
686.436100,0.326512
685.704600,0.324733
684.973650,0.323843
684.242150,0.322064
683.510650,0.320285
682.779150,0.318505
682.047650,0.316726
681.316700,0.314947
680.585200,0.313167
679.853700,0.311388
679.122200,0.309609
678.390700,0.307829
677.659750,0.306050
676.928250,0.304270
676.196750,0.300712
675.465250,0.294039
674.734300,0.289146
674.002800,0.284698
673.271300,0.278470
672.539800,0.274021
671.808300,0.266904
671.077350,0.263345
670.345850,0.261566
669.614350,0.258007
668.882850,0.254448
668.151350,0.251779
667.420400,0.249110
666.688900,0.244662
