x,y
900.000000,0.418149
899.268500,0.418149
898.537000,0.418149
897.806050,0.418149
897.074550,0.418149
896.343050,0.418149
895.611550,0.417260
894.880050,0.417260
894.149100,0.416370
893.417600,0.416370
892.686100,0.415480
891.954600,0.415480
891.223650,0.415480
890.492150,0.414591
889.760650,0.413701
889.029150,0.413701
888.297650,0.412811
887.566700,0.412811
886.835200,0.411922
886.103700,0.411032
885.372200,0.411032
884.640700,0.411032
883.909750,0.410142
883.178250,0.410142
882.446750,0.410142
881.715250,0.409253
880.984300,0.408363
880.252800,0.408363
879.521300,0.408363
878.789800,0.406584
878.058300,0.406584
877.327350,0.405694
876.595850,0.404804
875.864350,0.404804
875.132850,0.403915
874.401350,0.403025
873.670400,0.403025
872.938900,0.401246
872.207400,0.400356
871.475900,0.399466
870.744950,0.397687
870.013450,0.397687
869.281950,0.395907
868.550450,0.395018
867.818950,0.393238
867.088000,0.392349
866.356500,0.389680
865.625000,0.387011
864.893500,0.384342
864.162000,0.381673
863.431050,0.379893
862.699550,0.377224
861.968050,0.375445
861.236550,0.373665
860.505050,0.370996
859.774100,0.369217
859.042600,0.367438
858.311100,0.365658
857.579600,0.363879
856.848650,0.363879
856.117150,0.362100
855.385650,0.361210
854.654150,0.362989
853.922650,0.362989
853.191700,0.361210
852.460200,0.356762
851.728700,0.356762
850.997200,0.354982
850.265700,0.354982
849.534750,0.353203
848.803250,0.352313
848.071750,0.350534
847.340250,0.349644
846.609300,0.348754
845.877800,0.346975
845.146300,0.345196
844.414800,0.343416
843.683300,0.341637
842.952350,0.340747
842.220850,0.339858
841.489350,0.338968
840.757850,0.337189
840.026350,0.336299
839.295400,0.335409
838.563900,0.335409
837.832400,0.333630
837.100900,0.333630
836.369950,0.333630
835.638450,0.333630
834.906950,0.332740
834.175450,0.332740
833.443950,0.331851
832.713000,0.331851
831.981500,0.330961
831.250000,0.330071
830.518500,0.330071
829.787000,0.328292
829.056050,0.327402
828.324550,0.326512
827.593050,0.324733
826.861550,0.324733
826.130050,0.324733
825.399100,0.323843
824.667600,0.323843
823.936100,0.323843
823.204600,0.324733
822.473650,0.324733
821.742150,0.324733
821.010650,0.326512
820.279150,0.327402
819.547650,0.329181
818.816700,0.331851
818.085200,0.333630
817.353700,0.336299
816.622200,0.338968
815.890700,0.341637
815.159750,0.343416
814.428250,0.346085
813.696750,0.347865
812.965250,0.349644
812.234300,0.351423
811.502800,0.354093
810.771300,0.356762
810.039800,0.359431
809.308300,0.361210
808.577350,0.362989
807.845850,0.366548
807.114350,0.367438
806.382850,0.368327
805.651350,0.369217
804.920400,0.369217
804.188900,0.370107
803.457400,0.370107
802.725900,0.370107
801.994950,0.370996
801.263450,0.371886
800.531950,0.372776
799.800450,0.372776
799.068950,0.372776
798.338000,0.372776
797.606500,0.371886
796.875000,0.371886
796.143500,0.371886
795.412000,0.371886
794.681050,0.371886
793.949550,0.371886
793.218050,0.371886
792.486550,0.371886
791.755050,0.371886
791.024100,0.371886
790.292600,0.371886
789.561100,0.371886
788.829600,0.371886
788.098650,0.371886
787.367150,0.370996
786.635650,0.370996
785.904150,0.370107
785.172650,0.370107
784.441700,0.368327
783.710200,0.366548
782.978700,0.363879
782.247200,0.361210
781.515700,0.358541
780.784750,0.354982
780.053250,0.351423
779.321750,0.346085
778.590250,0.340747
777.859300,0.367438
777.127800,0.367438
776.396300,0.367438
775.664800,0.366548
774.933300,0.366548
774.202350,0.368327
773.470850,0.370107
772.739350,0.370107
772.007850,0.370996
771.276350,0.379893
770.545400,0.379893
769.813900,0.379893
769.082400,0.380783
768.350900,0.391459
767.619950,0.391459
766.888450,0.395018
766.156950,0.396797
765.425450,0.403321
764.693950,0.407473
763.963000,0.413207
763.231500,0.416370
762.500000,0.422598
761.768500,0.427046
761.037000,0.428826
760.306050,0.435943
759.574550,0.437722
758.843050,0.443060
758.111550,0.447636
757.380050,0.451957
756.649100,0.451957
755.917600,0.459964
755.186100,0.459964
754.454600,0.459964
753.723650,0.459964
752.992150,0.459964
752.260650,0.464413
751.529150,0.464413
750.797650,0.463523
750.066700,0.464413
749.335200,0.464413
748.603700,0.464413
747.872200,0.464413
747.140700,0.464413
746.409750,0.464413
745.678250,0.464413
744.946750,0.464413
744.215250,0.465302
743.484300,0.465302
742.752800,0.465302
742.021300,0.465302
741.289800,0.466192
740.558300,0.467082
739.827350,0.467082
739.095850,0.468861
738.364350,0.470641
737.632850,0.472420
736.901350,0.472420
736.170400,0.474199
735.438900,0.475979
734.707400,0.475979
733.975900,0.475979
733.244950,0.475979
732.513450,0.475089
731.781950,0.475089
731.050450,0.475089
730.318950,0.475089
729.588000,0.475089
728.856500,0.475089
728.125000,0.474199
727.393500,0.474199
726.662000,0.474199
725.931050,0.474199
725.199550,0.473310
724.468050,0.473310
723.736550,0.473310
723.005050,0.472420
722.274100,0.472420
721.542600,0.471530
720.811100,0.467082
720.079600,0.457295
719.348650,0.469751
718.617150,0.461744
717.885650,0.443060
717.154150,0.427046
716.422650,0.432206
715.691700,0.436833
714.960200,0.435943
714.228700,0.434164
713.497200,0.427046
712.765700,0.423132
712.034750,0.425267
711.303250,0.435053
710.571750,0.448043
709.840250,0.453251
709.109300,0.460409
708.377800,0.464709
707.646300,0.467972
706.914800,0.468861
706.183300,0.468861
705.452350,0.467972
704.720850,0.467082
703.989350,0.466192
703.257850,0.463523
702.526350,0.461744
701.795400,0.461744
701.063900,0.462633
700.332400,0.463523
699.600900,0.463523
698.869950,0.462633
698.138450,0.461744
697.406950,0.461744
696.675450,0.461744
695.943950,0.461744
695.213000,0.461744
694.481500,0.461744
693.750000,0.461744
693.018500,0.460854
692.287000,0.460854
691.556050,0.461744
690.824550,0.461744
690.093050,0.460854
689.361550,0.459964
688.630050,0.459964
687.899100,0.459075
687.167600,0.459075
686.436100,0.459075
685.704600,0.459075
684.973650,0.455516
684.242150,0.455516
683.510650,0.455516
682.779150,0.455516
682.047650,0.455516
681.316700,0.449288
680.585200,0.449288
679.853700,0.449288
679.122200,0.447509
678.390700,0.448399
677.659750,0.446619
676.928250,0.445730
676.196750,0.444840
675.465250,0.443950
674.734300,0.442171
674.002800,0.439502
673.271300,0.438612
672.539800,0.438612
671.808300,0.437722
671.077350,0.433274
670.345850,0.429715
669.614350,0.427046
668.882850,0.425267
668.151350,0.420819
667.420400,0.419039
666.688900,0.419039
