frequency (cm^-1),energy transmitted
900.000000,0.470377
899.269600,0.470377
898.539200,0.469479
897.808800,0.468582
897.078400,0.468582
896.348000,0.468582
895.617600,0.467684
894.887200,0.467684
894.156800,0.463196
893.426400,0.463196
892.696000,0.462298
891.965600,0.461400
891.235200,0.460503
890.504800,0.457810
889.774400,0.456014
889.044000,0.455117
888.313600,0.455117
887.583200,0.455117
886.852800,0.450628
886.122400,0.450628
885.392000,0.449731
884.661600,0.448833
883.931200,0.448833
883.200800,0.448833
882.469850,0.442549
881.739450,0.442549
881.009050,0.441652
880.278650,0.441652
879.548250,0.441652
878.817850,0.404847
878.087450,0.431777
877.357050,0.431777
876.626650,0.430880
875.896250,0.430880
875.165850,0.426391
874.435450,0.421005
873.705050,0.421005
872.974650,0.421005
872.244250,0.411131
871.513850,0.411131
870.783450,0.410233
870.053050,0.410233
869.322650,0.403052
868.592250,0.403052
867.861850,0.401257
867.131450,0.399461
866.401050,0.399461
865.670650,0.382406
864.940250,0.379713
864.209850,0.377917
863.479450,0.375224
862.749050,0.373429
862.018650,0.371634
861.288250,0.386894
860.557850,0.386894
859.827450,0.385099
859.097050,0.384201
858.366650,0.384201
857.636250,0.375224
856.905850,0.375224
856.175450,0.375224
855.445050,0.375224
854.714650,0.360862
853.984250,0.359066
853.253850,0.354578
852.523450,0.354578
851.793050,0.352783
851.062650,0.352783
850.332250,0.350987
849.601850,0.350090
848.871450,0.369838
848.140500,0.369838
847.410100,0.369838
846.679700,0.369838
845.949300,0.369838
845.218900,0.368941
844.488500,0.367145
843.758100,0.367145
843.027700,0.366248
842.297300,0.363555
841.566900,0.360862
840.836500,0.359964
840.106100,0.356373
839.375700,0.351885
838.645300,0.351885
837.914900,0.351885
837.184500,0.351885
836.454100,0.351885
835.723700,0.352783
834.993300,0.352783
834.262900,0.352783
833.532500,0.362657
832.802100,0.362657
832.071700,0.368043
831.341300,0.369838
830.610900,0.379713
829.880500,0.381508
829.150100,0.386894
828.419700,0.392180
827.689300,0.395422
826.958900,0.402154
826.228500,0.403950
825.498100,0.412029
824.767700,0.413824
824.037300,0.416517
823.306900,0.422801
822.576500,0.425494
821.846100,0.429084
821.115700,0.430880
820.385300,0.430880
819.654900,0.433124
818.924500,0.435368
818.194100,0.435368
817.463700,0.434470
816.733300,0.434470
816.002900,0.434470
815.272500,0.433573
814.542100,0.432675
813.811150,0.432675
813.080750,0.431777
812.350350,0.430880
811.619950,0.430880
810.889550,0.421903
810.159150,0.421903
809.428750,0.421903
808.698350,0.421903
807.967950,0.421903
807.237550,0.413824
806.507150,0.413824
805.776750,0.413824
805.046350,0.412926
804.315950,0.412926
803.585550,0.412926
802.855150,0.412926
802.124750,0.412029
801.394350,0.411131
800.663950,0.412029
799.933550,0.414722
799.203150,0.415619
798.472750,0.415619
797.742350,0.414722
797.011950,0.412926
796.281550,0.411131
795.551150,0.410233
794.820750,0.410233
794.090350,0.410233
793.359950,0.410233
792.629550,0.409336
791.899150,0.409336
791.168750,0.404847
790.438350,0.403052
789.707950,0.398564
788.977550,0.396768
788.247150,0.393178
787.516750,0.388689
786.786350,0.387792
786.055950,0.386894
785.325550,0.377020
784.595150,0.377020
783.864750,0.376122
783.134350,0.376122
782.403950,0.356373
781.673550,0.352783
780.943150,0.349192
780.212750,0.343806
779.481800,0.338420
778.751400,0.334829
778.021000,0.329443
777.290600,0.324955
776.560200,0.320467
775.829800,0.315081
775.099400,0.310592
774.369000,0.307002
773.638600,0.304309
772.908200,0.302513
772.177800,0.301616
771.447400,0.300718
770.717000,0.298923
769.986600,0.298923
769.256200,0.297127
768.525800,0.295332
767.795400,0.293537
767.065000,0.293537
766.334600,0.293537
765.604200,0.293537
764.873800,0.293537
764.143400,0.293537
763.413000,0.295332
762.682600,0.295332
761.952200,0.297127
761.221800,0.298025
760.491400,0.300718
759.761000,0.303411
759.030600,0.307002
758.300200,0.310592
757.569800,0.314183
756.839400,0.318671
756.109000,0.322262
755.378600,0.325853
754.648200,0.330341
753.917800,0.333932
753.187400,0.337522
752.457000,0.341113
751.726600,0.346499
750.996200,0.350987
750.265800,0.353680
749.535400,0.358169
748.805000,0.360862
748.074600,0.362657
747.344200,0.366248
746.613800,0.368941
745.883400,0.370736
745.152450,0.371634
744.422050,0.372531
743.691650,0.371634
742.961250,0.369838
742.230850,0.368043
741.500450,0.363555
740.770050,0.361759
740.039650,0.358169
739.309250,0.356373
738.578850,0.357271
737.848450,0.358169
737.118050,0.360862
736.387650,0.365350
735.657250,0.367145
734.926850,0.369838
734.196450,0.370736
733.466050,0.370736
732.735650,0.369838
732.005250,0.360862
731.274850,0.359066
730.544450,0.356373
729.814050,0.349192
729.083650,0.345601
728.353250,0.343806
727.622850,0.340215
726.892450,0.333932
726.162050,0.325725
725.431650,0.317517
724.701250,0.309310
723.970850,0.301103
723.240450,0.292896
722.510050,0.284688
721.779650,0.276481
721.049250,0.262118
720.318850,0.236647
719.588450,0.211176
718.858050,0.185705
