x,y
68.56,13.72
68.79,37.36
69.01,68.59
69.13,37.18
69.13,14.08
69.92,99.64
70.15,100.00
70.37,69.49
70.60,13.72
70.83,38.27
71.06,69.31
71.17,37.91
71.17,14.08
71.96,99.64
72.19,100.00
72.42,70.04
72.64,13.72
72.87,40.97
72.87,38.99
72.99,37.55
73.10,69.68
73.21,14.08
73.44,46.39
73.44,43.14
73.55,41.70
73.55,44.95
73.67,38.63
74.01,99.64
74.23,100.00
74.23,48.19
74.46,69.49
74.57,48.56
74.69,38.45
74.69,13.72
75.14,69.49
75.14,14.26
75.71,38.99
76.05,99.82
76.05,48.38
76.28,100.00
76.39,48.74
76.50,71.30
76.73,38.27
76.73,13.72
77.07,69.49
77.19,14.08
77.64,38.45
78.09,68.05
78.09,99.64
78.09,48.38
78.21,35.92
78.32,100.00
78.43,66.25
78.77,13.72
79.00,35.20
79.23,14.26
79.46,66.97
79.68,35.92
79.80,38.45
80.14,99.82
80.14,39.17
80.36,100.00
80.48,41.70
80.82,13.90
81.04,42.42
81.27,14.26
82.18,99.82
82.18,44.58
82.41,100.00
82.86,13.72
83.09,44.95
83.31,14.26
84.22,99.82
84.22,47.11
84.45,100.00
84.90,13.90
85.02,46.93
85.36,14.26
86.27,99.82
86.27,47.29
86.49,100.00
86.95,13.90
87.06,47.11
87.40,14.62
88.31,100.00
88.31,48.74
88.54,100.00
88.99,14.08
89.10,48.92
89.44,14.44
89.78,50.18
90.35,99.82
90.58,100.00
90.81,94.04
91.03,94.77
91.03,50.18
91.03,13.90
91.49,14.26
91.83,52.35
91.83,51.81
92.40,99.82
92.40,50.72
92.62,100.00
92.62,92.60
92.62,91.88
92.85,95.13
93.08,95.49
93.08,14.08
93.53,14.44
93.87,53.61
93.87,53.25
94.44,100.00
94.67,100.00
94.67,94.77
94.67,94.04
94.89,95.85
95.12,96.21
95.12,14.08
95.57,14.62
95.91,54.87
95.91,54.51
96.48,100.00
96.59,96.03
96.71,100.00
97.16,96.75
97.16,14.08
97.50,51.08
97.62,14.44
97.84,100.00
97.96,55.05
97.96,54.69
98.18,96.57
98.18,51.08
98.52,100.00
98.64,96.75
99.21,14.08
99.55,51.26
99.66,98.19
99.66,94.58
99.66,88.09
99.66,81.59
99.66,14.62
99.77,91.34
99.77,84.84
99.77,78.34
99.77,75.09
99.77,71.84
99.77,68.59
99.89,65.34
99.89,62.09
99.89,58.84
99.89,55.60
99.89,54.15
99.89,50.00
99.89,46.75
99.89,80.69
99.89,83.94
99.89,96.93
99.89,100.00
100.00,43.50
100.00,40.25
100.00,37.00
100.00,33.75
100.00,30.51
100.00,27.26
100.00,24.01
100.00,20.76
100.00,17.51
100.00,15.70
100.00,18.95
100.00,22.20
100.00,25.45
100.00,28.70
100.00,31.95
100.00,35.20
100.00,38.45
100.00,41.70
100.00,44.95
100.00,48.19
100.00,51.44
100.00,54.69
100.00,57.94
100.00,61.19
100.00,64.44
100.00,67.69
100.00,70.94
100.00,74.19
100.00,77.44
100.00,87.18
100.00,90.43
100.00,93.68
