x,y
0.00,100.00
0.00,99.15
0.00,98.02
0.00,96.88
0.00,95.75
0.00,94.62
0.00,93.48
0.00,92.35
0.00,91.22
0.00,90.08
0.00,88.95
0.00,87.82
0.00,86.69
0.00,85.55
0.00,84.42
0.00,83.29
0.00,82.15
0.00,81.02
0.00,79.89
0.00,78.75
0.00,77.62
0.00,76.49
0.00,75.35
0.00,74.22
0.00,73.09
0.00,71.95
0.00,70.82
0.00,69.69
0.00,68.56
0.00,67.42
0.00,66.29
0.00,65.16
0.00,64.02
0.00,62.89
0.00,61.76
0.00,60.62
0.00,59.49
0.00,58.36
0.00,57.22
0.00,56.09
0.00,54.96
0.00,53.82
0.00,52.69
0.00,51.56
0.00,50.42
0.00,49.29
0.00,48.16
0.00,47.03
0.00,45.89
0.00,44.76
0.00,43.63
0.00,42.49
0.00,41.36
0.00,40.23
0.00,39.09
0.00,37.96
0.00,36.83
0.00,35.69
0.00,34.56
0.00,33.43
0.00,32.29
0.00,31.16
0.00,30.03
0.00,28.90
0.00,27.76
0.00,26.63
0.00,25.50
0.00,24.36
0.00,23.23
0.00,22.10
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,22.10
0.00,22.10
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.81
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.53
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,20.96
0.00,20.96
0.00,21.25
0.00,20.96
0.00,21.25
0.00,21.25
0.00,21.25
0.00,20.96
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,21.25
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.96
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.96
0.00,20.68
0.00,20.68
0.00,20.40
0.00,20.40
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.40
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.68
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.40
0.00,20.11
0.00,20.11
0.00,20.11
0.00,20.11
0.00,20.11
0.00,20.11
0.00,20.11
0.00,20.11
0.00,20.11
0.00,20.11
0.00,20.11
0.00,98.87
0.00,98.87
0.00,98.87
0.00,98.87
0.00,98.87
0.00,98.87
0.00,98.87
0.00,98.87
0.00,98.87
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,98.87
0.00,99.15
0.00,99.15
0.00,98.87
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
0.00,99.15
