x,y
18.77,14.00
19.02,42.21
19.02,40.30
19.02,39.82
19.02,39.34
19.02,35.52
19.02,35.04
19.02,30.26
19.02,29.78
19.02,29.30
19.02,27.39
19.02,26.91
19.02,26.43
19.02,25.96
19.02,23.09
19.02,22.61
19.02,22.13
19.02,21.65
19.02,21.17
19.02,17.83
19.02,17.35
19.02,16.87
19.02,16.39
19.02,15.92
19.02,15.44
19.02,14.96
19.02,13.52
19.02,13.05
19.02,12.57
19.02,12.09
19.02,11.61
19.02,10.66
19.02,10.18
19.28,59.43
19.28,58.95
19.28,56.08
19.28,55.60
19.28,55.12
19.28,50.82
19.28,50.34
19.28,49.86
19.28,49.39
19.28,48.91
19.28,48.43
19.28,47.47
19.28,46.99
19.28,46.52
19.28,46.04
19.28,45.56
19.28,45.08
19.28,44.60
19.28,44.13
19.28,43.65
19.28,43.17
19.28,41.73
19.28,41.26
19.28,40.78
19.28,38.87
19.28,38.39
19.28,37.91
19.28,37.43
19.28,36.95
19.28,36.48
19.28,36.00
19.28,34.56
19.28,34.08
19.28,33.61
19.28,33.13
19.28,32.65
19.28,32.17
19.28,31.69
19.28,31.22
19.28,30.74
19.28,28.83
19.28,28.35
19.28,27.87
19.28,25.48
19.28,25.00
19.28,24.52
19.28,24.04
19.28,23.57
19.28,20.70
19.28,20.22
19.28,19.74
19.28,19.26
19.28,18.78
19.28,18.31
19.28,14.48
19.28,11.13
19.54,75.20
19.54,74.73
19.54,71.86
19.54,71.38
19.54,70.90
19.54,70.42
19.54,69.95
19.54,69.47
19.54,68.51
19.54,68.03
19.54,67.55
19.54,67.08
19.54,66.60
19.54,66.12
19.54,65.64
19.54,65.16
19.54,64.69
19.54,64.21
19.54,63.73
19.54,62.77
19.54,62.30
19.54,61.82
19.54,61.34
19.54,60.86
19.54,60.38
19.54,59.90
19.54,58.47
19.54,57.99
19.54,57.51
19.54,57.04
19.54,56.56
19.54,54.64
19.54,54.17
19.54,53.69
19.54,53.21
19.54,52.73
19.54,52.25
19.54,51.78
19.54,51.30
19.54,47.95
19.54,42.69
19.54,9.77
19.79,84.77
19.79,84.29
19.79,83.81
19.79,83.33
19.79,82.86
19.79,82.38
19.79,81.90
19.79,81.42
19.79,80.94
19.79,79.03
19.79,78.55
19.79,78.07
19.79,77.60
19.79,77.12
19.79,76.64
19.79,76.16
19.79,75.68
19.79,74.25
19.79,73.77
19.79,73.29
19.79,72.81
19.79,72.34
19.79,68.99
19.79,63.25
20.05,94.81
20.05,91.94
20.05,91.46
20.05,90.98
20.05,90.51
20.05,90.03
20.05,89.55
20.05,88.59
20.05,88.11
20.05,87.64
20.05,87.16
20.05,86.68
20.05,86.20
20.05,85.72
20.05,85.25
20.05,80.46
20.05,79.99
20.05,79.51
20.31,94.33
20.31,93.85
20.31,93.37
20.31,92.90
20.31,92.42
20.31,89.07
20.57,95.29
20.82,95.29
21.34,9.84
22.62,95.29
23.14,9.84
24.42,95.22
24.94,9.84
26.22,95.22
26.74,9.84
28.02,95.22
28.53,9.84
29.82,95.22
30.33,9.84
31.62,95.22
32.13,9.84
33.42,95.22
33.93,9.77
35.22,95.29
35.73,9.77
37.02,95.29
37.53,9.77
38.82,95.29
39.33,9.77
40.62,95.22
41.13,9.77
42.42,95.22
42.93,9.84
43.70,9.36
44.22,95.22
44.73,9.36
45.50,9.77
46.02,95.22
47.30,9.84
47.81,95.22
49.10,9.77
49.61,95.22
50.90,9.77
51.41,95.22
52.70,9.77
53.21,95.22
54.50,9.77
55.01,95.15
56.30,9.77
56.81,95.15
58.10,9.77
58.61,95.15
59.90,9.77
60.41,95.22
61.70,9.77
